X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
-8883395.88680341,5422209.43975898,660,00009460,1765,Sandalwood Pky E w/of Braidwood Lake Rd,,43.719975,-79.800903,,,0,,,1
-8883615.85411722,5421930.80878127,661,00009470,1766,Sandalwood Pky E at Hurontario St,,43.718166,-79.802879,,,0,,,1
-8883593.81285804,5421798.65838966,662,00009475,1767,Sandalwood - Zum Main Station Stop SB,,43.717308,-79.802681,,,0,,,1
-8883262.63737293,5421460.89798066,663,00009480,1768,Hurontario St at Fisherman Dr,,43.715115,-79.799706,,,0,,,1
-8882801.44072258,5420996.70935975,664,00009490,1769,Hurontario St opp Tremblay St,,43.712101,-79.795563,,,0,,,1
-8882347.03456116,5420529.61809829,665,00009500,1770,Hurontario St s/of Wexford Rd,,43.709068,-79.791481,,,0,,,1
-8882107.58633646,5420278.29489559,666,00009510,1771,Hurontario St at 10086 Hurontario St (Stitches Out,,43.707436,-79.789330,,,0,,,0
-8881939.38258587,5420101.35637776,667,00009520,1772,Hurontario St at Bovaird Dr W,,43.706287,-79.787819,,,0,,,1
-8881736.33583467,5419897.01123939,668,00009530,1773,Bovaird - Zum Main Station Stop SB,,43.704960,-79.785995,,,0,,,1
-8881516.36852086,5419676.6561781,669,00009540,1774,Main St N at Gillingham Dr,,43.703529,-79.784019,,,0,,,1
-8881198.77401363,5419360.0685958,670,00009550,1775,Main St N btwn Gillingham Dr & Brickyard Way,,43.701473,-79.781166,,,0,,,1
-8880966.11627787,5419125.71454804,671,00009560,1776,Main St s/of Brickyard Way,,43.699951,-79.779076,,,0,,,1
-8880723.99638539,5418869.65644685,672,00009580,1778,Williams - Zum Main Station Stop SB,,43.698288,-79.776901,,,0,,,1
-8880424.21299669,5418577.11529374,673,00009590,1779,Main St N at Archibald St,,43.696388,-79.774208,,,0,,,1
-8880174.52337884,5418320.45655801,674,00009600,1780,Main St N at English St,,43.694721,-79.771965,,,0,,,1
-8879864.49859698,5417997.44928488,675,00009610,1781,Vodden - Zum Main Station Stop SB,,43.692623,-79.769180,,,0,,,1
-8879637.74079423,5417770.8274763,676,00009620,1782,Main St N at Rosedale Ave,,43.691151,-79.767143,,,0,,,1
-8879466.19745892,5417593.93700861,677,00009630,1783,Main St N s/of David St,,43.690002,-79.765602,,,0,,,1
-8879210.60790806,5417324.98993591,678,00009640,1784,Main St N at Church St,,43.688255,-79.763306,,,0,,,1
-8879064.44541665,5417180.58998867,679,00009650,1785,Nelson - Zum Main Station Stop SB,,43.687317,-79.761993,,,0,,,1
-8878869.97026623,5416979.0804038,680,00009660,1786,Main St N at Queen St W,,43.686008,-79.760246,,,0,,,1
-8878690.74588605,5416796.50943548,681,00009670,1787,Wellington - Zum Main Station Stop SB,,43.684822,-79.758636,,,0,,,1
-8878376.60228304,5416474.78691854,682,00009680,1788,Main St S opp Woodbrook Dr,,43.682732,-79.755814,,,0,,,1
-8878024.05345569,5416114.13236927,683,00009700,1790,Main St S at Clarence St,,43.680389,-79.752647,,,0,,,1
-8877720.03992634,5415797.05122935,684,00009715,1792,Main St S btwn Harold St & Nanwood Dr,,43.678329,-79.749916,,,0,,,1
-8877428.71681893,5415484.75234022,685,00009720,1793,Nanwood - Zum Main Station Stop SB,,43.676300,-79.747299,,,0,,,1
-8877036.31561389,5415069.65281486,686,00009730,1794,Main St S at Elgin Dr,,43.673603,-79.743774,,,0,,,1
-8876489.40295562,5414514.83070886,687,00009750,1796,Main St S at Charolais Blvd,,43.669998,-79.738861,,,0,,,1
-8876139.52579605,5414146.25025779,688,00009760,1797,Main St S at Bartley Bull Pkwy,,43.667603,-79.735718,,,0,,,1
-8875787.0882882,5413782.14722522,689,00009770,1799,Hurontario St s/of Steeles Ave (School Special),,43.665237,-79.732552,,,0,,,1
-8875178.05935407,5413160.00437552,690,00009780,1800,Sir Lou - Zum Main Station Stop SB,,43.661194,-79.727081,,,0,,,1
-8874811.15031242,5412775.47549187,691,00009785,1801,Ray Lawson - Zum Main Station Stop SB,,43.658695,-79.723785,,,0,,,1
-8874633.70704409,5412902.2651599,692,00009790,1802,County Court Blvd (S) e/of Hurontario St,,43.659519,-79.722191,,,0,,,1
-8874523.27810923,5413041.36650611,693,00009800,1803,County Court Blvd e/of Havelock Dr-School Special,,43.660423,-79.721199,,,0,,,1
-8874420.53021922,5413241.55917715,694,00009810,1804,County Court Blvd n/of Havelock Dr (E),,43.661724,-79.720276,,,0,,,0
-8874502.90664241,5413540.39443276,695,00009820,1805,County Court Blvd at Mossbank Dr,,43.663666,-79.721016,,,0,,,1
-8874806.14093533,5413659.50036481,696,00009830,1806,County Court Blvd at Seminole Dr,,43.664440,-79.723740,,,0,,,1
-8875075.31146407,5413420.67451374,697,00009840,1807,County Court Blvd at Turtlecreek Blvd,,43.662888,-79.726158,,,0,,,0
-8874353.40456627,5421336.91698304,698,00009867,3607,Clark Blvd w/of Peel Centre Dr,,43.714310,-79.719673,,,0,,,1
-8874168.28025308,5421530.20485414,699,00009875,3591,Clark Blvd w/of Central Park Dr,,43.715565,-79.718010,,,0,,,1
-8873599.21501615,5421980.25014846,700,00009880,1809,Clark Blvd opp Kings Cross Rd,,43.718487,-79.712898,,,0,,,1
-8873979.70503568,5421817.44888938,701,00009885,3592,Central Park Dr n/of Clark Blvd,,43.717430,-79.716316,,,0,,,1
-8873281.62050892,5422324.49878606,702,00009890,1810,Clark Blvd at Edenborough Dr,,43.720722,-79.710045,,,0,,,1
-8874029.79880654,5421800.35261347,703,00009895,3593,Central Park Dr s/of Knightsbridge Rd,,43.717319,-79.716766,,,0,,,1
-8873181.43296721,5422672.91920775,704,00009900,1811,Clark Blvd at Earnscliffe Gate,,43.722984,-79.709145,,,0,,,1
-8873090.48494322,5422958.50437695,705,00009910,1812,Clark Blvd e/of Esplanade Rd,,43.724838,-79.708328,,,0,,,1
-8873018.34991319,5423181.86463323,706,00009920,1813,Clark Blvd e/of Finchgate Blvd,,43.726288,-79.707680,,,0,,,1
-8872830.66525172,5423382.2772996,707,00009930,1814,Clark Blvd opp Folkstone Cres (W),,43.727589,-79.705994,,,0,,,1
-8872445.05453561,5423334.67697162,708,00009940,1815,Clark Blvd at Elrose Rd,,43.727280,-79.702530,,,0,,,1
-8872238.66819968,5423196.49876977,709,00009950,1816,Clark Blvd at Eastbourne Dr,,43.726383,-79.700676,,,0,,,1
-8871924.41327716,5423311.10796807,710,00009960,1817,Clark Blvd at Torbram Rd,,43.727127,-79.697853,,,0,,,1
-8871707.00631164,5423534.47675982,711,00009970,1818,Clark Blvd e/of Torbram Rd,,43.728577,-79.695900,,,0,,,0
-8871540.58367291,5423869.38603165,712,00009980,1819,Summerlea Rd n/of Clark Blvd,,43.730751,-79.694405,,,0,,,1
-8871717.2477048,5424049.16985015,713,00009990,1820,Summerlea Rd at Colony Crt,,43.731918,-79.695992,,,0,,,1
-8871989.86913775,5424326.01605115,714,00010000,1821,Summerlea Rd n/of RRX,,43.733715,-79.698441,,,0,,,1
-8872244.56813269,5424587.00165714,715,00010010,1822,Summerlea Rd n/of Imperial Gate,,43.735409,-79.700729,,,0,,,1
-8872007.68025628,5424984.34870137,716,00010020,1823,Walker Dr e/of Gateway Blvd,,43.737988,-79.698601,,,0,,,1
-8871903.15125443,5425108.84094335,717,00010030,1824,Walker Dr e/of Gateway Blvd,,43.738796,-79.697662,,,0,,,1
-8871645.00135528,5425038.89088774,718,00010040,1825,Walker Dr s/of Coventry Rd,,43.738342,-79.695343,,,0,,,1
-8871377.5006189,5424765.56690095,719,00010050,1826,Walker Dr at Shaftsbury  Lane,,43.736568,-79.692940,,,0,,,1
-8871188.9254015,5424572.21124836,720,00010060,1827,Walker Dr opp Indell Lane,,43.735313,-79.691246,,,0,,,1
-8871013.15192554,5424390.72253788,721,00010065,1828,Walker Dr at Clark Blvd,,43.734135,-79.689667,,,0,,,1
-8870681.0858845,5424544.63336199,722,00010070,1829,Clark Blvd at Airport Rd,,43.735134,-79.686684,,,0,,,1
-8870446.64703689,5424778.50877856,723,00010080,1830,Clark Blvd at Devon Rd,,43.736652,-79.684578,,,0,,,1
-8870175.69539629,5424537.5463207,724,00010100,1831,Devon Rd at 74 Devon Rd,,43.735088,-79.682144,,,0,,,0
-8862475.05830118,5416359.64684648,725,00010101,6082,Pearson Int Airport Terminal 1 Ground Level,,43.681984,-79.612968,,,0,,,1
-8869878.47235588,5424230.80590293,726,00010110,1833,Devon Rd at 50 Devon Rd,,43.733097,-79.679474,,,0,,,0
-8869692.45748676,5424024.52061897,727,00010120,1834,Devon Rd at Intermodal Dr,,43.731758,-79.677803,,,0,,,0
-8869802.88642163,5423936.400156,728,00010125,1835,Intermodal - Zum Bovaird Station Stop NB,,43.731186,-79.678795,,,0,,,1
-8869824.9276808,5423884.63747923,729,00010130,1836,Woodslea - Zum Bovaird Station Stop SB,,43.730850,-79.678993,,,0,,,1
-8869860.66123735,5423810.07508623,730,00010135,1837,Woodslea Rd w/of Airport Road,,43.730366,-79.679314,,,0,,,0
-8870065.26646142,5423602.56680483,731,00010140,1838,Woodslea Rd at Walker Dr,,43.729019,-79.681152,,,0,,,0
-8869924.33598608,5423281.22317432,732,00010150,1839,Walker Dr at Flachsmann Whse,,43.726933,-79.679886,,,0,,,1
-8869767.15286508,5423104.22707594,733,00010160,1840,Walker Dr opp Humpty Dumpty Whse,,43.725784,-79.678474,,,0,,,0
-8869775.72446588,5422826.9554179,734,00010170,1841,Walker Dr at 80 Walker Dr,,43.723984,-79.678551,,,0,,,1
-8869810.56746649,5422554.92920986,735,00010180,1842,Walker Dr at 78 Walker Dr,,43.722218,-79.678864,,,0,,,0
-8869983.78059417,5422279.21433914,736,00010190,1843,Summerlea Rd n/of Walker Dr,,43.720428,-79.680420,,,0,,,0
-8870215.65909349,5422518.42347172,737,00010200,1844,Summerlea Rd at 75 Summerlea Rd,,43.721981,-79.682503,,,0,,,0
-8870433.06605901,5422743.46747286,738,00010210,1845,Summerlea Rd at 99 Summerlea Rd,,43.723442,-79.684456,,,0,,,0
-8870684.42546922,5422999.6330663,739,00010230,1847,Summerlea Rd n/of Trojan Crt,,43.725105,-79.686714,,,0,,,0
-8871053.00430323,5423372.26426522,740,00010240,1848,Summerlea Rd at Atlas Crt,,43.727524,-79.690025,,,0,,,0
-8871290.89405506,5423616.73945656,741,00010250,1849,Summerlea Rd at Barton Crt,,43.729111,-79.692162,,,0,,,0
-8871875.21006224,5423405.69243776,742,00010260,1850,Clark Blvd at Torbram Rd,,43.727741,-79.697411,,,0,,,0
-8871701.10637863,5423579.61331723,743,00010265,1851,Clark Blvd btwn Summerlea and Torbram Rd,,43.728870,-79.695847,,,0,,,0
-8872168.98219844,5423218.83512819,744,00010270,1852,Clark Blvd opp Eastbourne Dr,,43.726528,-79.700050,,,0,,,1
-8872434.03390602,5423357.47580356,745,00010280,1853,Clark Blvd w/of Folkstone Cres (E),,43.727428,-79.702431,,,0,,,1
-8872783.91106558,5423425.10239997,746,00010290,1854,Clark Blvd e/of Folkstone Cres,,43.727867,-79.705574,,,0,,,1
-8873048.85145367,5423170.61947038,747,00010300,1855,Clark Blvd at Finchgate Blvd,,43.726215,-79.707954,,,0,,,1
-8873110.0771736,5422979.7618789,748,00010310,1856,Clark Blvd opp Esplanade Rd,,43.724976,-79.708504,,,0,,,1
-8873186.44234429,5422742.85132847,749,00010320,1857,Clark Blvd opp Earnscliffe Gate,,43.723438,-79.709190,,,0,,,1
-8873274.83001998,5422413.21997926,750,00010330,1858,Clark Blvd at Fleetwood Cres,,43.721298,-79.709984,,,0,,,1
-8873384.36839892,5422226.99887517,751,00010340,1859,Clark Blvd at Bramalea Rd,,43.720089,-79.710968,,,0,,,1
-8873569.49271211,5422056.02995435,752,00010350,1860,Clark Blvd at Kings Cross Rd,,43.718979,-79.712631,,,0,,,1
-8873854.02533058,5421759.84534744,753,00010360,1861,Clark Blvd at Central Park Dr,,43.717056,-79.715187,,,0,,,1
-8875816.81059224,5429108.27776808,754,00010400,1865,Mountainberry Rd e/of Snowcap Rd,,43.764748,-79.732819,,,0,,,1
-8875538.17790679,5429313.44361529,755,00010420,1866,Mountainberry Rd at Snow Leopard Crt (N),,43.766079,-79.730316,,,0,,,1
-8875144.10690938,5429052.94080434,756,00010440,1868,Mountainberry Rd btwn Snow Leopard & Narrow Valley,,43.764389,-79.726776,,,0,,,0
-8875210.3420064,5428629.52383131,757,00010450,1869,Mountainberry Rd opp Mount Rainer Cres (W),,43.761642,-79.727371,,,0,,,0
-8875578.92084042,5428535.50231434,758,00010460,1870,Mountainberry Rd at Snowcap Rd,,43.761032,-79.730682,,,0,,,0
-8875843.972548,5428424.3732001,759,00010470,1871,Peter Robertson Blvd w/of Mountainash Rd,,43.760311,-79.733063,,,0,,,1
-8876087.65091334,5428140.46828454,760,00010480,1872,Peter Robertson Blvd at Eagleridge Dr,,43.758469,-79.735252,,,0,,,1
-8876352.70262092,5427816.50060551,761,00010490,1873,Peter Robertson Blvd w/of Torbram Rd,,43.756367,-79.737633,,,0,,,1
-8876604.06203113,5427518.43573317,762,00010500,1874,Peter Robertson Blvd at Barley Field Rd,,43.754433,-79.739891,,,0,,,1
-8876832.48962624,5427163.35964773,763,00010510,1875,Peter Robertson Blvd at Sunny Meadow Blvd,,43.752129,-79.741943,,,0,,,1
-8876971.86162871,5427248.58282598,764,00010520,1876,Sunny Meadow Blvd opp Oatfield Rd,,43.752682,-79.743195,,,0,,,1
-8877196.83831961,5427474.82105047,765,00010530,1877,Sunny Meadow Blvd at Red Clover Rd,,43.754150,-79.745216,,,0,,,1
-8877348.0101881,5427631.24922607,766,00010540,1878,Sunny Meadow Blvd at Red River Rd,,43.755165,-79.746574,,,0,,,1
-8878117.56182796,5426759.44639776,767,00010580,1882,Black Forest Dr at Sprucelands Ave,,43.749508,-79.753487,,,0,,,1
-8878261.05265159,5426511.96002863,768,00010590,1883,Black Forest Dr opp Willow Park Dr,,43.747902,-79.754776,,,0,,,1
-8878387.62291262,5426286.82408721,769,00010593,1884,Black Forest Dr opp Bunchberry Way,,43.746441,-79.755913,,,0,,,1
-8878343.42907478,5425878.78882912,770,00010595,1885,Fernforest Dr s/of Black Forest Dr (at Bobcat St),,43.743793,-79.755516,,,0,,,1
-8878203.27783587,5425389.8791121,771,00010600,1886,Peter Robertson Blvd w/of Fernforest Dr,,43.740620,-79.754257,,,0,,,0
-8878584.65841133,5425348.12344791,772,00010610,1887,Peter Robertson Blvd w/of Hickroybush Ave,,43.740349,-79.757683,,,0,,,1
-8878811.41621407,5425190.50137092,773,00010620,1888,Peter Robertson Blvd at Dixie Rd,,43.739326,-79.759720,,,0,,,1
-8879027.15338723,5424900.84123292,774,00010630,1889,Guru Nanak St e/of Canada Goose Blvd,,43.737446,-79.761658,,,0,,,1
-8879148.60295169,5424726.89544624,775,00010640,1890,Guru Nanak St e/of Blue Whale Blvd,,43.736317,-79.762749,,,0,,,1
-8879270.05251614,5424410.1345724,776,00010650,1891,Guru Nanak St opp Riverbank Rd,,43.734261,-79.763840,,,0,,,1
-8879254.69042641,5424382.40310703,777,00010680,1892,Guru Nanak St w/of Riverbank Rd,,43.734081,-79.763702,,,0,,,1
-8879170.64421086,5424600.55955268,778,00010690,1893,Guru Nanak St w/of Rainstorm Rd,,43.735497,-79.762947,,,0,,,0
-8879055.09457942,5424825.03805997,779,00010700,1894,Guru Nanak St opp Canada Goose Blvd,,43.736954,-79.761909,,,0,,,1
-8878892.1228449,5425027.18123862,780,00010705,1895,Guru Nanak St w/of Dixie Rd,,43.738266,-79.760445,,,0,,,1
-8878546.36450649,5425329.94207387,781,00010710,1896,Peter Robertson Blvd at Softneedle Ave,,43.740231,-79.757339,,,0,,,1
-8878249.14146608,5425352.74583687,782,00010720,1897,Peter Robertson Blvd at Fernforest Dr,,43.740379,-79.754669,,,0,,,0
-8878163.42545817,5425457.36652615,783,00010730,1898,Fernforest Dr at Kimberly Cres (S),,43.741058,-79.753899,,,0,,,1
-8878338.3083782,5425901.13168242,784,00010740,1899,Fernforest Dr at Hackberry Gate,,43.743938,-79.755470,,,0,,,1
-8878340.08949005,5426319.18415131,785,00010750,1900,Black Forest Dr e/of Bunchberry Way,,43.746651,-79.755486,,,0,,,0
-8878227.87944333,5426563.12104987,786,00010760,1901,Black Forest Dr e/of Willow Park Dr,,43.748234,-79.754478,,,0,,,0
-8878103.98085008,5426744.19019665,787,00010770,1902,Black Forest Dr e/of Winterberry Gate,,43.749409,-79.753365,,,0,,,0
-8878006.24233717,5426864.69946273,788,00010780,1903,Black Forest Dr at Bramalea Rd,,43.750191,-79.752487,,,0,,,0
-8877344.67060338,5427603.04572347,789,00010820,1907,Sunny Meadow Blvd s/of Larkspur Rd,,43.754982,-79.746544,,,0,,,1
-8877234.24166851,5427487.76672982,790,00010830,1908,Sunny Meadow Blvd at Squirreltail Way,,43.754234,-79.745552,,,0,,,1
-8877067.81902978,5427316.08384069,791,00010840,1909,Sunny Meadow Blvd at Oatfield Rd,,43.753120,-79.744057,,,0,,,1
-8876891.15499789,5427129.14730945,792,00010845,1910,Sunny Meadow Blvd at Peter Robertson Blvd,,43.751907,-79.742470,,,0,,,1
-8876758.68480385,5427214.37017157,793,00010850,1911,Peter Robertson Blvd at Giraffe Ave (W),,43.752460,-79.741280,,,0,,,1
-8876754.3433437,5426895.82871063,794,00010855,1912,Sunny Meadow Blvd opp Thunderbird Trail,,43.750393,-79.741241,,,0,,,1
-8876820.68976022,5426501.3272014,795,00010857,4060,Brampton Civic Hospital 12 SB / 35,,43.747833,-79.741837,,,0,,,1
-8876816.34830008,5426507.1829598,796,00010858,4061,Brampton Civic Hospital 12NB,,43.747871,-79.741798,,,0,,,1
-8876653.37656556,5427423.80908611,797,00010860,1913,Peter Robertson Blvd w/of Clover Bloom Rd,,43.753819,-79.740334,,,0,,,1
-8876309.39933901,5427815.8841222,798,00010870,1914,Peter Robertson Blvd at Torbram Rd,,43.756363,-79.737244,,,0,,,1
-8876148.87663328,5428017.01398768,799,00010875,1915,Peter Robertson Blvd at Red Stag Rd,,43.757668,-79.735802,,,0,,,1
-8875781.96759162,5428432.69627737,800,00010885,1917,Peter Robertson Blvd at Mountainash Rd,,43.760365,-79.732506,,,0,,,1
-8878991.41983069,5429241.76607245,801,00010915,4057,Sunny Meadow Blvd s/of Father Tobin Rd,,43.765614,-79.761337,,,0,,,1
-8878998.21031963,5429273.51992591,802,00010918,4056,Sunny Meadow Blvd s/of Father Tobin Rd,,43.765820,-79.761398,,,0,,,1
-8878842.80831048,5429090.55140649,803,00010924,4055,Sunny Meadow Blvd n/of Sparhill St,,43.764633,-79.760002,,,0,,,1
-8878785.03349476,5429056.48605946,804,00010925,4054,Sunny Meadow Blvd btwn Vanderbrink Dr & Serenes,,43.764412,-79.759483,,,0,,,1
-8878648.33316006,5428917.14314474,805,00010929,4053,Sunny Meadow Blvd n/of Australia Dr,,43.763508,-79.758255,,,0,,,1
-8878593.11869263,5428831.28799456,806,00010930,1921,Sunny Meadow Blvd at Australia Dr,,43.762951,-79.757759,,,0,,,1
-8878548.92485478,5428496.19852171,807,00010931,4052,Sunny Meadow Blvd at Stanley Mills Public School,,43.760777,-79.757362,,,0,,,1
-8878509.07247708,5428686.091337,808,00010934,4051,Sunny Meadow Blvd s/of Chapparal Dr,,43.762009,-79.757004,,,0,,,1
-8878514.97241009,5428266.85267244,809,00010938,4050,Sunny Meadow n/of Black Cherry Ln,,43.759289,-79.757057,,,0,,,1
-8878533.67408454,5428244.50408754,810,00010940,1922,Sunny Meadow Blvd opp Black Cherry Lane,,43.759144,-79.757225,,,0,,,1
-8878270.40348882,5427987.57631572,811,00010950,1923,Sunny Meadow Blvd n/of Sandalwood Pkwy,,43.757477,-79.754860,,,0,,,1
-8878285.65425906,5428015.16449767,812,00010952,4049,Sunny Meadow Blvd n/of Sandalwood Pky,,43.757656,-79.754997,,,0,,,1
-8878631.30127797,5427398.99672205,813,00010960,1924,Sandalwood Pkwy w/of Bramalea Rd,,43.753658,-79.758102,,,0,,,1
-8878796.94468027,5427261.99052246,814,00010970,1925,Sandalwood Pky E at Rattlesnake Rd,,43.752769,-79.759590,,,0,,,1
-8879062.77562428,5427038.68556694,815,00010975,1926,Sandalwood Pky E btwn Rattlesnake and Fernforest,,43.751320,-79.761978,,,0,,,1
-8879236.87930789,5426876.41144467,816,00010980,1927,Sandalwood Pky E at Fernforest Dr,,43.750267,-79.763542,,,0,,,1
-8879511.1705332,5426550.17666828,817,00010990,1928,Sandalwood Pky E btwn Fernforest Dr & Dixie Rd,,43.748150,-79.766006,,,0,,,1
-8879681.93463207,5426318.56776808,818,00011000,1929,Sandalwood Pky E opp Springtown Trail,,43.746647,-79.767540,,,0,,,1
-8879913.8131314,5426045.2058636,819,00011010,1930,Sandalwood Pky E w/of Dixie Rd,,43.744873,-79.769623,,,0,,,1
-8880145.69163072,5425811.91468128,820,00011020,1931,Sandalwood Pky btwn Dixie Rd and Great Lakes Dr,,43.743359,-79.771706,,,0,,,1
-8879226.74923423,5423975.68452416,821,00011060,1933,Trinity Common Terminal Route 32/23 WB/18B Stop,,43.731441,-79.763451,,,0,place_SPTE,,1
-8881224.26617702,5424680.36665981,822,00011100,1934,Sandalwood Pky E w/of Heart Lake Rd,,43.736015,-79.781395,,,0,,,1
-8881668.43094528,5424338.95731219,823,00011110,1935,Sandalwood Pky E at Royal Palm Dr (E),,43.733799,-79.785385,,,0,,,1
-8881972.44447464,5423998.63899709,824,00011120,1936,Sandalwood Pky E at Royal Palm Dr (W),,43.731590,-79.788116,,,0,,,1
-8882183.95150715,5423797.13456698,825,00011130,1937,Sandalwood Pky E at Richvale Dr (WB),,43.730282,-79.790016,,,0,,,1
-8882538.17012685,5423513.83417575,826,00011140,1938,Sandalwood Pky E at Kennedy Rd N,,43.728443,-79.793198,,,0,,,0
-8882731.75472134,5423673.73838444,827,00011150,1939,Kennedy Rd N n/of Sandalwood Pky E,,43.729481,-79.794937,,,0,,,1
-8882961.9634283,5423725.34582556,828,00011160,1940,Conestoga Dr at Mondragon Circle,,43.729816,-79.797005,,,0,,,0
-8883110.57494851,5423412.77860971,829,00011170,1941,Heart Lake Terminal Route 23 WB Stop,,43.727787,-79.798340,,,0,place_HTLK,,1
-8883142.85760084,5423163.07135507,830,00011180,1942,Conestoga Dr at Loafers Lake Lane,,43.726166,-79.798630,,,0,,,1
-8883785.72766017,5421712.25338749,831,00011240,1943,Sandalwood Pky W w/of Hurontario St,,43.716747,-79.804405,,,0,,,1
-8884094.8618861,5421326.29011788,832,00011250,1944,Sandalwood Pkwy at 130 Sandalwood Pkwy,,43.714241,-79.807182,,,0,,,1
-8884443.95980923,5420680.69250761,833,00011260,1945,Sandalwood Pky W at Van Kirk Dr,,43.710049,-79.810318,,,0,,,1
-8884841.48171085,5419702.52568217,834,00011290,1947,Queen Mary Dr at Gold Park Place,,43.703697,-79.813889,,,0,,,1
-8884482.14239458,5419413.03774626,835,00011300,1948,Queen Mary Dr s/of Woodvalley Dr,,43.701817,-79.810661,,,0,,,1
-8884246.0337546,5419261.98408186,836,00011305,1949,Queen Mary Dr s/of Whispering Hills Gate,,43.700836,-79.808540,,,0,,,0
-8883946.2503659,5419082.29349204,837,00011310,1950,Queen Mary Dr s/of Lormel Gate,,43.699669,-79.805847,,,0,,,0
-8883810.32926764,5418646.40051859,838,00011320,1951,Queen Mary Dr s/of Sunnybrook Cres (S),,43.696838,-79.804626,,,0,,,1
-8883856.19289784,5418435.62108305,839,00011330,1952,Queen Mary Dr at Briarcroft Rd (E),,43.695469,-79.805038,,,0,,,1
-8884165.43844327,5418344.6286721,840,00011350,1954,Edenbrook Hill Dr at Briarcroft Rd (W),,43.694878,-79.807816,,,0,,,1
-8884439.72966858,5418376.34504517,841,00011351,1955,Edenbrook Hill Dr n/of Packham Cr,,43.695084,-79.810280,,,0,,,1
-8884782.81633921,5418450.24769639,842,00011360,1956,Edenbrook Hill Dr s/of Duffield Rd,,43.695564,-79.813362,,,0,,,1
-8884989.20267514,5418610.68007106,843,00011365,1957,Edenbrook Hill Dr btwn Amboise Cres & Bonistel Cr,,43.696606,-79.815216,,,0,,,1
-8885757.86375907,5416980.92768331,844,00011405,1962,Worthington Ave s/of Fairhill Ave,,43.686020,-79.822121,,,0,,,1
-8885632.9632904,5416854.0820156,845,00011410,1963,Worthington Ave at Gabrielle Dr,,43.685196,-79.820999,,,0,,,1
-8885416.4468808,5416630.87481641,846,00011420,1964,Worthington Ave at Clayborne Ave,,43.683746,-79.819054,,,0,,,0
-8885084.38083977,5416256.36065037,847,00011430,1965,Worthington Ave at Salvation Rd,,43.681313,-79.816071,,,0,,,1
-8885792.59544019,5415206.47814633,848,00011440,1966,Mount Pleasant GO Station  Route 9 Stop,,43.674492,-79.822433,,,0,place_MPGO,,1
-8885096.18070579,5416300.38413369,849,00011460,1967,Worthington Ave n/of Creditview Rd (n/of Bovaird),,43.681599,-79.816177,,,0,,,1
-8885376.4831836,5416613.94207664,850,00011470,1968,Worthington Ave opp Clayborne Ave,,43.683636,-79.818695,,,0,,,0
-8885545.46617063,5416788.35078338,851,00011480,1969,Worthington Ave opp Gabrielle Dr,,43.684769,-79.820213,,,0,,,1
-8885759.53355142,5417006.78963522,852,00011485,1970,Worthington Ave at Fairhill Ave,,43.686188,-79.822136,,,0,,,1
-8886044.0661699,5417549.44550964,853,00011510,1973,Brisdale Dr s/of Sandy Beach Rd,,43.689713,-79.824692,,,0,,,1
-8886361.66067713,5417874.13061359,854,00011520,1974,Brisdale Dr n/of Wetmeadow Dr,,43.691822,-79.827545,,,0,,,1
-8886584.18833922,5418090.9016097,855,00011530,1975,Brisdale Dr at Sandalwood Pky W,,43.693230,-79.829544,,,0,,,1
-8886754.06188217,5418260.56541424,856,00011540,1976,Brisdale Dr at Ranchero Dr opp St. Edmund Campion,,43.694332,-79.831070,,,0,,,1
-8887023.23241091,5418531.38733016,857,00011550,1977,Brisdale Dr at Ramsey Lane,,43.696091,-79.833488,,,0,,,1
-8887144.68197537,5418747.55788062,858,00011560,1978,Botavia Downs Dr e/of Brisdale Dr,,43.697495,-79.834579,,,0,,,1
-8886841.55900194,5419003.6125953,859,00011570,1979,Botavia Downs Dr at Trumpet Valley Blvd,,43.699158,-79.831856,,,0,,,0
-8886477.21030857,5419443.5259416,860,00011583,3601,Earlsbridge Blvd e/of Chinguacousy Rd - School,,43.702015,-79.828583,,,0,,,1
-8886308.22732154,5419738.40434056,861,00011590,1981,Earlsbridge Blvd at Edenbrook Hill Dr,,43.703930,-79.827065,,,0,,,0
-8884990.09323106,5419736.09455149,862,00011630,1986,Sandalwood Pky W at Queen Mary Dr,,43.703915,-79.815224,,,0,,,1
-8884641.88586386,5420106.74609977,863,00011640,1987,Sandalwood Pky W at McLaughlin Rd N,,43.706322,-79.812096,,,0,,,1
-8884410.00736454,5420563.80597445,864,00011650,1988,Sandalwood Pky W at Van Kirk Dr,,43.709290,-79.810013,,,0,,,1
-8884069.36972271,5421290.40528682,865,00011660,1989,Sandalwood Pkwy opp 130 Sandalwood Pkwy,,43.714008,-79.806953,,,0,,,1
-8883707.58137764,5421758.7672097,866,00011670,1990,Sandalwood Pky W at Hurontario St,,43.717049,-79.803703,,,0,,,1
-8883088.42236985,5423412.16242063,867,00011730,1991,Heart Lake Terminal Route 21 Stop,,43.727783,-79.798141,,,0,place_HTLK,,1
-8882210.33422646,5423706.08928392,868,00011750,1992,Sandalwood Pky E at Richvale Dr (EB),,43.729691,-79.790253,,,0,,,1
-8882023.42880142,5423912.36744853,869,00011760,1993,Sandalwood Pky E opp Royal Palm Dr (W),,43.731030,-79.788574,,,0,,,1
