RT_NM,STP_NM,RT_STP_NUM,RT_NUM_STPS,X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_lat,stop_lon
2-main-north-heart-lake-terminal-route-2-stop,Hurontario St at Tremblay St,31,38,-8882802.5539,5421050.92,661.0,00009310,1751.0,Hurontario St at Tremblay St,,,,0.0,,,1.0,43.712453,-79.795573
2-main-north-heart-lake-terminal-route-2-stop,Hurontario St opp Fisherman Dr,32,38,-8883181.0402,5421447.1907,662.0,00009320,1752.0,Hurontario St opp Fisherman Dr,,,,0.0,,,1.0,43.715026,-79.798973
2-main-north-heart-lake-terminal-route-2-stop,Sandalwood Pkwy e/of Main St,33,38,-8883552.736,5421954.5283,663.0,00009330,1753.0,Sandalwood Pkwy e/of Main St,,,,0.0,,,1.0,43.71832,-79.802312
2-main-north-heart-lake-terminal-route-2-stop,Sandalwood Pky E btwn Hurontario St and Sunforest,34,38,-8883437.409,5422097.1546,664.0,00009340,1754.0,Sandalwood Pky E btwn Hurontario St and Sunforest,,,,0.0,,,1.0,43.719246,-79.801276
2-main-north-heart-lake-terminal-route-2-stop,Sandalwood Pky E at Sunforest Dr,35,38,-8883280.5598,5422303.3968,665.0,00009350,1755.0,Sandalwood Pky E at Sunforest Dr,,,,0.0,,,1.0,43.720585,-79.799867
2-main-north-heart-lake-terminal-route-2-stop,Sandalwood Pky E at 95 Sandalwood (Firestation),36,38,-8883045.787,5422611.4595,666.0,00009360,1756.0,Sandalwood Pky E at 95 Sandalwood (Firestation),,,,0.0,,,1.0,43.722585,-79.797758
2-main-north-heart-lake-terminal-route-2-stop,Conestoga Dr opp Loafers Lake Lane,37,38,-8883068.2735,5423155.5232,667.0,00009380,1758.0,Conestoga Dr opp Loafers Lake Lane,,,,0.0,,,1.0,43.726117,-79.79796
2-main-north-heart-lake-terminal-route-2-stop,Heart Lake Terminal Route 2 Stop,38,38,-8883073.9508,5423432.9588,668.0,00009390,1759.0,Heart Lake Terminal Route 2 Stop,,,,0.0,place_HTLK,,1.0,43.727918,-79.798011
2-main-south-hwy-407-park-and-ride,Heart Lake Terminal Route 2 Stop,1,54,-8883073.9508,5423432.9588,668.0,00009390,1759.0,Heart Lake Terminal Route 2 Stop,,,,0.0,place_HTLK,,1.0,43.727918,-79.798011
2-main-south-hwy-407-park-and-ride,Conestoga Dr opp Mondragon Circle,2,54,-8882946.824,5423698.5407,669.0,00009415,1760.0,Conestoga Dr opp Mondragon Circle,,,,0.0,,,1.0,43.729642,-79.796869
2-main-south-hwy-407-park-and-ride,Sandalwood Pky E w/of Kennedy Rd N,3,54,-8882662.7366,5423389.5175,670.0,00009420,1761.0,Sandalwood Pky E w/of Kennedy Rd N,,,,0.0,,,1.0,43.727636,-79.794317
2-main-south-hwy-407-park-and-ride,Sandalwood Pky E w/of Conestoga Dr,4,54,-8882922.8903,5423014.575,671.0,00009430,1762.0,Sandalwood Pky E w/of Conestoga Dr,,,,0.0,,,1.0,43.725202,-79.796654
2-main-south-hwy-407-park-and-ride,Sandalwood Pky E opp 95 Sandalwood Pky E (Firestat,5,54,-8883048.6813,5422670.7627,672.0,00009440,1763.0,Sandalwood Pky E opp 95 Sandalwood Pky E (Firestat,,,,0.0,,,1.0,43.72297,-79.797784
2-main-south-hwy-407-park-and-ride,Sandalwood Pky E at Braidwood Lake Rd,6,54,-8883269.5392,5422370.8617,673.0,00009450,1764.0,Sandalwood Pky E at Braidwood Lake Rd,,,,0.0,,,1.0,43.721023,-79.799768
2-main-south-hwy-407-park-and-ride,Sandalwood Pky E w/of Braidwood Lake Rd,7,54,-8883396.1094,5422209.4398,674.0,00009460,1765.0,Sandalwood Pky E w/of Braidwood Lake Rd,,,,0.0,,,1.0,43.719975,-79.800905
2-main-south-hwy-407-park-and-ride,Sandalwood - Zum Main Station Stop SB,8,54,-8883593.7015,5421798.6584,676.0,00009475,1767.0,Sandalwood - Zum Main Station Stop SB,,,,0.0,,,1.0,43.717308,-79.80268
2-main-south-hwy-407-park-and-ride,Hurontario St at Fisherman Dr,9,54,-8883262.1921,5421460.744,677.0,00009480,1768.0,Hurontario St at Fisherman Dr,,,,0.0,,,1.0,43.715114,-79.799702
2-main-south-hwy-407-park-and-ride,Hurontario St n/of Tremblay St,10,54,-8882875.1342,5421068.1689,678.0,00009490,1769.0,Hurontario St n/of Tremblay St,,,,0.0,,,1.0,43.712565,-79.796225
2-main-south-hwy-407-park-and-ride,Hurontario St s/of Wexford Rd,11,54,-8882347.2572,5420529.9261,679.0,00009500,1770.0,Hurontario St s/of Wexford Rd,,,,0.0,,,1.0,43.70907,-79.791483
2-main-south-hwy-407-park-and-ride,Hurontario St at 10086 Hurontario St (Stitches Out,12,54,-8882107.6977,5420278.1409,680.0,00009510,1771.0,Hurontario St at 10086 Hurontario St (Stitches Out,,,,0.0,,,0.0,43.707435,-79.789331
2-main-south-hwy-407-park-and-ride,Hurontario St at Bovaird Dr W,13,54,-8881939.0486,5420101.2024,681.0,00009520,1772.0,Hurontario St at Bovaird Dr W,,,,0.0,,,1.0,43.706286,-79.787816
2-main-south-hwy-407-park-and-ride,Bovaird - Zum Main Station Stop SB,14,54,-8881736.1132,5419897.0112,682.0,00009530,1773.0,Bovaird - Zum Main Station Stop SB,,,,0.0,,,1.0,43.70496,-79.785993
2-main-south-hwy-407-park-and-ride,Main St N at Gillingham Dr,15,54,-8881516.3685,5419676.6562,683.0,00009540,1774.0,Main St N at Gillingham Dr,,,,0.0,,,1.0,43.703529,-79.784019
2-main-south-hwy-407-park-and-ride,Main St N btwn Gillingham Dr &amp; Brickyard Way,16,54,,,,,,,,,,,,,,,
2-main-south-hwy-407-park-and-ride,Main St s/of Brickyard Way,17,54,-8880966.2276,5419125.5606,685.0,00009560,1776.0,Main St s/of Brickyard Way,,,,0.0,,,1.0,43.69995,-79.779077
2-main-south-hwy-407-park-and-ride,Williams - Zum Main Station Stop SB,18,54,-8880724.4417,5418869.5025,686.0,00009580,1778.0,Williams - Zum Main Station Stop SB,,,,0.0,,,1.0,43.698287,-79.776905
2-main-south-hwy-407-park-and-ride,Main St N at Archibald St,19,54,-8880424.547,5418577.1153,687.0,00009590,1779.0,Main St N at Archibald St,,,,0.0,,,1.0,43.696388,-79.774211
2-main-south-hwy-407-park-and-ride,Main St N at English St,20,54,-8880107.843,5418292.1275,651.0,00009210,1739.0,Main St N at English St,,,,0.0,,,1.0,43.694537,-79.771366
2-main-south-hwy-407-park-and-ride,Main St N at English St,20,54,-8880174.4121,5418320.7645,688.0,00009600,1780.0,Main St N at English St,,,,0.0,,,1.0,43.694723,-79.771964
2-main-south-hwy-407-park-and-ride,Vodden - Zum Main Station Stop SB,21,54,-8879864.7212,5417997.6032,689.0,00009610,1781.0,Vodden - Zum Main Station Stop SB,,,,0.0,,,1.0,43.692624,-79.769182
2-main-south-hwy-407-park-and-ride,Main St N at Rosedale Ave,22,54,-8879637.8521,5417770.9814,690.0,00009620,1782.0,Main St N at Rosedale Ave,,,,0.0,,,1.0,43.691152,-79.767144
2-main-south-hwy-407-park-and-ride,Main St N s/of David St,23,54,-8879465.9748,5417593.937,691.0,00009630,1783.0,Main St N s/of David St,,,,0.0,,,1.0,43.690002,-79.7656
2-main-south-hwy-407-park-and-ride,Main St N at Market St,24,54,-8879347.1969,5417472.779,964.0,00012840,2100.0,Main St N at Market St,,,,0.0,,,1.0,43.689215,-79.764533
2-main-south-hwy-407-park-and-ride,Main St N at Church St,25,54,-8879145.3747,5417292.3535,647.0,00009170,1734.0,Main St N at Church St,,,,0.0,,,1.0,43.688043,-79.76272
2-main-south-hwy-407-park-and-ride,Main St N at Church St,25,54,-8879210.6079,5417324.9899,692.0,00009640,1784.0,Main St N at Church St,,,,0.0,,,1.0,43.688255,-79.763306
2-main-south-hwy-407-park-and-ride,Nelson - Zum Main Station Stop SB,26,54,-8879064.6681,5417180.2821,693.0,00009650,1785.0,Nelson - Zum Main Station Stop SB,,,,0.0,,,1.0,43.687315,-79.761995
2-main-south-hwy-407-park-and-ride,Main St N at Queen St W,27,54,-8878870.3042,5416979.3883,694.0,00009660,1786.0,Main St N at Queen St W,,,,0.0,,,1.0,43.68601,-79.760249
2-main-south-hwy-407-park-and-ride,Wellington - Zum Main Station Stop SB,28,54,-8878690.9685,5416796.6634,695.0,00009670,1787.0,Wellington - Zum Main Station Stop SB,,,,0.0,,,1.0,43.684823,-79.758638
2-main-south-hwy-407-park-and-ride,Main St S opp Woodbrook Dr,29,54,-8878376.157,5416474.7869,696.0,00009680,1788.0,Main St S opp Woodbrook Dr,,,,0.0,,,1.0,43.682732,-79.75581
2-main-south-hwy-407-park-and-ride,Main St S at Clarence St,30,54,-8877961.0466,5416079.0374,640.0,00009110,1727.0,Main St S at Clarence St,,,,0.0,,,1.0,43.680161,-79.752081
2-main-south-hwy-407-park-and-ride,Main St S at Clarence St,30,54,-8878023.7195,5416114.4402,697.0,00009700,1790.0,Main St S at Clarence St,,,,0.0,,,1.0,43.680391,-79.752644
2-main-south-hwy-407-park-and-ride,Main St S btwn Harold St &amp; Nanwood Dr,31,54,,,,,,,,,,,,,,,
2-main-south-hwy-407-park-and-ride,Nanwood - Zum Main Station Stop SB,32,54,-8877428.6055,5415485.0602,699.0,00009720,1793.0,Nanwood - Zum Main Station Stop SB,,,,0.0,,,1.0,43.676302,-79.747298
2-main-south-hwy-407-park-and-ride,Main St S at Elgin Dr,33,54,-8876966.9636,5415053.6464,637.0,00009080,1724.0,Main St S at Elgin Dr,,,,0.0,,,1.0,43.673499,-79.743151
2-main-south-hwy-407-park-and-ride,Main St S at Elgin Dr,33,54,-8877035.9817,5415069.8067,700.0,00009730,1794.0,Main St S at Elgin Dr,,,,0.0,,,1.0,43.673604,-79.743771
2-main-south-hwy-407-park-and-ride,Main St opp Peel Village Pkwy,34,54,-8876680.7612,5414704.1283,701.0,00009740,1795.0,Main St opp Peel Village Pkwy,,,,0.0,,,1.0,43.671228,-79.74058
2-main-south-hwy-407-park-and-ride,Main St S at Charolais Blvd,35,54,-8876372.7401,5414452.0402,635.0,00009065,1722.0,Main St S at Charolais Blvd,,,,0.0,,,1.0,43.66959,-79.737813
2-main-south-hwy-407-park-and-ride,Main St S at Charolais Blvd,35,54,-8876489.1803,5414514.8307,702.0,00009750,1796.0,Main St S at Charolais Blvd,,,,0.0,,,1.0,43.669998,-79.738859
2-main-south-hwy-407-park-and-ride,Main St S at Bartley Bull Pkwy,36,54,-8876139.6371,5414145.9425,703.0,00009760,1797.0,Main St S at Bartley Bull Pkwy,,,,0.0,,,1.0,43.667601,-79.735719
2-main-south-hwy-407-park-and-ride,Brampton Gateway Terminal Route 2/502 SB,37,54,-8875906.8681,5413927.879,1805.0,00030117,4214.0,Brampton Gateway Terminal Route 2/502 SB,,,,0.0,place_GATE,,1.0,43.666184,-79.733628
2-main-south-hwy-407-park-and-ride,Sir Lou - Zum Main Station Stop SB,38,54,-8875177.8367,5413159.8505,704.0,00009780,1800.0,Sir Lou - Zum Main Station Stop SB,,,,0.0,,,1.0,43.661193,-79.727079
2-main-south-hwy-407-park-and-ride,Ray Lawson - Zum Main Station Stop SB,39,54,-8874810.9277,5412775.6294,705.0,00009785,1801.0,Ray Lawson - Zum Main Station Stop SB,,,,0.0,,,1.0,43.658696,-79.723783
2-main-south-hwy-407-park-and-ride,Hurontario St at Topflight Dr,40,54,-8873506.2632,5411465.2123,1747.0,00026805,6132.0,Hurontario St at Topflight Dr,,,,0.0,,,1.0,43.650179,-79.712063
2-main-south-hwy-407-park-and-ride,Hurontario St at Kingsway Dr,41,54,-8873070.6701,5411028.7556,1749.0,00026810,6133.0,Hurontario St at Kingsway Dr,,,,0.0,,,1.0,43.647342,-79.70815
2-main-south-hwy-407-park-and-ride,Hurontario St at Derry Rd (Zum),42,54,-8872892.4476,5410848.9175,1750.0,00026815,6134.0,Hurontario St at Derry Rd (Zum),,,,0.0,,,1.0,43.646173,-79.706549
2-main-south-hwy-407-park-and-ride,Hurontario St at Longside Dr,43,54,-8872521.865,5410469.5612,1748.0,00026807,6162.0,Hurontario St at Longside Dr,,,,0.0,,,1.0,43.643707,-79.70322
2-main-south-hwy-407-park-and-ride,Longside Dr e/of Maritz Dr,44,54,-8872712.6666,5410114.3711,1767.0,00028012,6163.0,Longside Dr e/of Maritz Dr,,,,0.0,,,1.0,43.641398,-79.704934
2-main-south-hwy-407-park-and-ride,Maritz Dr n/of Skyway Dr,45,54,-8872505.6123,5409791.1891,1768.0,00028014,6164.0,Maritz Dr n/of Skyway Dr,,,,0.0,,,1.0,43.639297,-79.703074
2-main-south-hwy-407-park-and-ride,Skyway Dr w/of Hurontario St,46,54,-8872150.0579,5409996.0799,1769.0,00028016,6165.0,Skyway Dr w/of Hurontario St,,,,0.0,,,1.0,43.640629,-79.69988
2-main-south-hwy-407-park-and-ride,Superior Blvd e/of Hurontario St,47,54,-8872001.7803,5410165.1336,1764.0,00028005,6155.0,Superior Blvd e/of Hurontario St,,,,0.0,,,1.0,43.641728,-79.698548
2-main-south-hwy-407-park-and-ride,Edwards Blvd n/of Superior Blvd,48,54,-8871893.1325,5410495.2511,1765.0,00028007,6156.0,Edwards Blvd n/of Superior Blvd,,,,0.0,,,1.0,43.643874,-79.697572
2-main-south-hwy-407-park-and-ride,Edwards Blvd n/of Admiral Blvd,49,54,-8872175.884,5410757.0767,1766.0,00028010,6136.0,Edwards Blvd n/of Admiral Blvd,,,,0.0,,,1.0,43.645576,-79.700112
2-main-south-hwy-407-park-and-ride,Edwards Blvd at Capital Crt,50,54,-8872315.7013,5410971.2193,1770.0,00028020,6137.0,Edwards Blvd at Capital Crt,,,,0.0,,,1.0,43.646968,-79.701368
2-main-south-hwy-407-park-and-ride,Edwards Blvd at Derry Rd,51,54,-8872482.3466,5411214.5972,1771.0,00028030,6138.0,Edwards Blvd at Derry Rd,,,,0.0,,,1.0,43.64855,-79.702865
2-main-south-hwy-407-park-and-ride,Edwards Blvd btwn Export Blvd &amp; Statesman Dr,52,54,,,,,,,,,,,,,,,
2-main-south-hwy-407-park-and-ride,Edwards Blvd at Statesman Dr,53,54,-8873082.8039,5411604.292,1773.0,00028050,6140.0,Edwards Blvd at Statesman Dr,,,,0.0,,,1.0,43.651083,-79.708259
2-main-south-hwy-407-park-and-ride,HWY 407 Park and Ride,54,54,-8873452.8299,5411772.6059,1745.0,00026792,6131.0,HWY 407 Park and Ride,,,,0.0,place_MNGO,,1.0,43.652177,-79.711583
2-main-south-hwy-407-park-and-ride,HWY 407 Park and Ride,54,54,-8873453.9431,5411759.3745,2839.0,place_MNGO,,HWY 407 Park and Ride,,,,1.0,,,1.0,43.652091,-79.711593
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Brampton Gateway Terminal Route 3/3A Stop,1,45,-8875972.3239,5413812.7707,1798.0,00030107,4204.0,Brampton Gateway Terminal Route 3/3A Stop,,,,0.0,place_GATE,,1.0,43.665436,-79.734216
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McMurchy - Zum Steeles Station Stop WB,2,45,-8876440.645,5413202.7821,591.0,00008550,1671.0,McMurchy - Zum Steeles Station Stop WB,,,,0.0,,,1.0,43.661472,-79.738423
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Sheridan College Term - 3/3A/4/4A/11/51/511/104 WB,3,45,-8876819.2426,5412332.6485,2344.0,15033001,4224.0,Sheridan College Term - 3/3A/4/4A/11/51/511/104 WB,,,,0.0,place_SHER,,1.0,43.655817,-79.741824
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd s/of Steeles Ave W,4,45,-8876976.6484,5412405.1181,589.0,00008500,1667.0,McLaughlin Rd s/of Steeles Ave W,,,,0.0,,,1.0,43.656288,-79.743238
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at Charolais Blvd,5,45,-8877595.0281,5413000.5899,999.0,00013860,2163.0,McLaughlin Rd S at Charolais Blvd,,,,0.0,,,1.0,43.660158,-79.748793
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at Charolais Blvd,5,45,-8877607.9412,5412972.4311,1064.0,00014630,2241.0,McLaughlin Rd S at Charolais Blvd,,,,0.0,,,1.0,43.659975,-79.748909
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at 8351 McLaughlin Rd S,6,45,-8878050.4362,5413462.3763,1000.0,00013870,2164.0,McLaughlin Rd S at 8351 McLaughlin Rd S,,,,0.0,,,1.0,43.663159,-79.752884
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S n/of Elgin St,7,45,-8878223.204,5413646.2663,1001.0,00013880,2165.0,McLaughlin Rd S n/of Elgin St,,,,0.0,,,1.0,43.664354,-79.754436
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S n/of Curtis Dr,8,45,-8878414.3396,5413831.0833,1002.0,00013895,2166.0,McLaughlin Rd S n/of Curtis Dr,,,,0.0,,,1.0,43.665555,-79.756153
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at Harold St,9,45,-8878845.146,5414269.5192,1003.0,00013900,2167.0,McLaughlin Rd S at Harold St,,,,0.0,,,1.0,43.668404,-79.760023
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at Harold St,9,45,-8878910.2679,5414292.2956,1061.0,00014600,2238.0,McLaughlin Rd S at Harold St,,,,0.0,,,1.0,43.668552,-79.760608
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at John Knox Christian School,10,45,-8879323.5972,5414755.2239,1004.0,00013910,2168.0,McLaughlin Rd S at John Knox Christian School,,,,0.0,,,1.0,43.67156,-79.764321
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at Corona Gate,11,45,-8879484.1199,5414921.1327,1005.0,00013920,2169.0,McLaughlin Rd S at Corona Gate,,,,0.0,,,0.0,43.672638,-79.765763
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Flower City Community Campus Route 1/1A/3A/57 Stop,12,45,-8879937.5242,5414725.6746,1006.0,00013930,2170.0,Flower City Community Campus Route 1/1A/3A/57 Stop,,,,0.0,,,1.0,43.671368,-79.769836
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S n/of Bufford Dr,13,45,-8879797.039,5415237.4142,1007.0,00013935,2171.0,McLaughlin Rd S n/of Bufford Dr,,,,0.0,,,1.0,43.674693,-79.768574
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd S at Queen St W,14,45,-8879965.4654,5415413.6439,1008.0,00013940,2172.0,McLaughlin Rd S at Queen St W,,,,0.0,,,1.0,43.675838,-79.770087
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd n/of Dusty Lane,15,45,-8880246.881,5415699.4663,1009.0,00013950,2173.0,McLaughlin Rd n/of Dusty Lane,,,,0.0,,,0.0,43.677695,-79.772615
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Denison Ave,16,45,-8880388.3681,5415844.3049,1010.0,00013960,2174.0,McLaughlin Rd N at Denison Ave,,,,0.0,,,1.0,43.678636,-79.773886
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N opp Campbell Dr,17,45,-8880714.9795,5416172.3164,1011.0,00013970,2175.0,McLaughlin Rd N opp Campbell Dr,,,,0.0,,,1.0,43.680767,-79.77682
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Flowertown Ave,18,45,-8880944.7429,5416408.4427,1012.0,00013980,2176.0,McLaughlin Rd N at Flowertown Ave,,,,0.0,,,1.0,43.682301,-79.778884
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Flowertown Ave,18,45,-8880998.5102,5416424.2975,1052.0,00014500,2229.0,McLaughlin Rd N at Flowertown Ave,,,,0.0,,,0.0,43.682404,-79.779367
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at 9381 McLaughlin Rd N,19,45,-8881268.1261,5416740.4766,1013.0,00013990,2177.0,McLaughlin Rd N at 9381 McLaughlin Rd N,,,,0.0,,,1.0,43.684458,-79.781789
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N opp 9500 McLaughlin Rd N,20,45,-8881413.064,5416888.5642,1014.0,00013995,2178.0,McLaughlin Rd N opp 9500 McLaughlin Rd N,,,,0.0,,,1.0,43.68542,-79.783091
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Brookview Rd,21,45,-8881555.3303,5417034.8068,1015.0,00014000,2179.0,McLaughlin Rd N at Brookview Rd,,,,0.0,,,1.0,43.68637,-79.784369
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Brookview Rd,21,45,-8881659.8593,5417100.8477,1049.0,00014470,2226.0,McLaughlin Rd N at Brookview Rd,,,,0.0,,,1.0,43.686799,-79.785308
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Williams Pky W,22,45,-8881836.5234,5417324.0663,1016.0,00014010,2180.0,McLaughlin Rd N at Williams Pky W,,,,0.0,,,1.0,43.688249,-79.786895
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Williams Pky W,22,45,-8881918.5658,5417362.3988,1048.0,00014450,2224.0,McLaughlin Rd N at Williams Pky W,,,,0.0,,,1.0,43.688498,-79.787632
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N btwn Williams Pky and Red Maple Dr,23,45,-8882128.9597,5417623.8034,1017.0,00014030,2182.0,McLaughlin Rd N btwn Williams Pky and Red Maple Dr,,,,0.0,,,1.0,43.690196,-79.789522
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Red Maple Dr,24,45,-8882300.2804,5417801.7721,1018.0,00014040,2183.0,McLaughlin Rd N at Red Maple Dr,,,,0.0,,,1.0,43.691352,-79.791061
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Red Maple Dr,24,45,-8882420.7281,5417874.2846,1047.0,00014440,2223.0,McLaughlin Rd N at Red Maple Dr,,,,0.0,,,1.0,43.691823,-79.792143
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N opp Homestead Townhouses,25,45,-8882831.0517,5418341.7034,1019.0,00014050,2184.0,McLaughlin Rd N opp Homestead Townhouses,,,,0.0,,,1.0,43.694859,-79.795829
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Bovaird Dr W,26,45,-8882972.2048,5418487.6611,1020.0,00014060,2185.0,McLaughlin Rd N at Bovaird Dr W,,,,0.0,,,1.0,43.695807,-79.797097
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Bovaird Dr W,26,45,-8883065.9358,5418536.6222,1045.0,00014420,2221.0,McLaughlin Rd N at Bovaird Dr W,,,,0.0,,,1.0,43.696125,-79.797939
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N opp Marycroft Crt,27,45,-8883270.7637,5418801.6013,1021.0,00014070,2186.0,McLaughlin Rd N opp Marycroft Crt,,,,0.0,,,1.0,43.697846,-79.799779
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Lowry Dr,28,45,-8883771.8127,5419306.4838,1022.0,00014080,2187.0,McLaughlin Rd N at Lowry Dr,,,,0.0,,,1.0,43.701125,-79.80428
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd btwn Lowry Dr &amp; Sandalwood Pkwy,29,45,,,,,,,,,,,,,,,
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Sandalwood Pky W,30,45,-8884562.4037,5420118.9115,1024.0,00014090,2189.0,McLaughlin Rd N at Sandalwood Pky W,,,,0.0,,,1.0,43.706401,-79.811382
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Sandalwood Pky W,30,45,-8884671.0516,5420174.1949,1041.0,00014390,2215.0,McLaughlin Rd N at Sandalwood Pky W,,,,0.0,,,1.0,43.70676,-79.812358
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N at Potters Wheel Gate,31,45,-8885030.2796,5420580.9,1025.0,00014100,2190.0,McLaughlin Rd N at Potters Wheel Gate,,,,0.0,,,1.0,43.709401,-79.815585
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,McLaughlin Rd N n/of Van Scott Dr,32,45,-8885717.6774,5421275.3121,1026.0,00014110,2191.0,McLaughlin Rd N n/of Van Scott Dr,,,,0.0,,,1.0,43.71391,-79.82176
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Wanless Dr e/of McLaughlin Rd N,33,45,-8885958.0162,5421616.1461,984.0,00013160,2123.0,Wanless Dr e/of McLaughlin Rd N,,,,0.0,,,1.0,43.716123,-79.823919
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Wanless Dr w/of Van Kirk Dr,34,45,-8885713.7812,5421922.0295,985.0,00013170,2124.0,Wanless Dr w/of Van Kirk Dr,,,,0.0,,,1.0,43.718109,-79.821725
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Wanless Dr at 225 Wanless Dr,35,45,-8885327.8366,5422459.8914,926.0,00012295,3608.0,Wanless Dr at 225 Wanless Dr,,,,0.0,,,1.0,43.721601,-79.818258
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Wanless Dr opp Tournament Dr,36,45,-8885095.7354,5422775.6611,927.0,00012300,2045.0,Wanless Dr opp Tournament Dr,,,,0.0,,,1.0,43.723651,-79.816173
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Wanless Dr w/of Hurontario St,37,45,-8884897.3641,5423030.2872,928.0,00012400,2057.0,Wanless Dr w/of Hurontario St,,,,0.0,,,1.0,43.725304,-79.814391
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Wanless Dr w/of Hurontario St,37,45,-8884935.7693,5423039.8377,938.0,00012570,2069.0,Wanless Dr w/of Hurontario St,,,,0.0,,,1.0,43.725366,-79.814736
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Hurontario St at 10886 Hurontario St,38,45,-8884600.6977,5422816.7889,929.0,00012410,2058.0,Hurontario St at 10886 Hurontario St,,,,0.0,,,1.0,43.723918,-79.811726
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Hurontario St opp Petworth Dr,39,45,-8884214.419,5422425.8505,930.0,00012420,2059.0,Hurontario St opp Petworth Dr,,,,0.0,,,1.0,43.72138,-79.808256
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Sandalwood Pkwy e/of Main St,40,45,-8883552.736,5421954.5283,663.0,00009330,1753.0,Sandalwood Pkwy e/of Main St,,,,0.0,,,1.0,43.71832,-79.802312
3-mclaughlin-north-3a-mclaughlin-nb-fccc-heart-lak,Sandalwood Pky E btwn Hurontario St and Sunforest,41,45,-8883437.409,5422097.1546,664.0,00009340,1754.0,Sandalwood Pky E btwn Hurontario St and Sunforest,,,,0.0,,,1.0,43.719246,-79.801276
