X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_lat,stop_lon
-8877067.5964,5427315.9297,803,00010840,1909,Sunny Meadow Blvd at Oatfield Rd,,,,0,,,1,43.753119,-79.744055
-8876890.821,5427129.1473,804,00010845,1910,Sunny Meadow Blvd at Peter Robertson Blvd,,,,0,,,1,43.751907,-79.742467
-8876758.7961,5427214.2161,805,00010850,1911,Peter Robertson Blvd at Giraffe Ave (W),,,,0,,,1,43.752459,-79.741281
-8876754.3433,5426895.6746,806,00010855,1912,Sunny Meadow Blvd opp Thunderbird Trail,,,,0,,,1,43.750392,-79.741241
-8876820.8011,5426501.6354,807,00010857,4060,Brampton Civic Hospital 12 SB / 35,,,,0,,,1,43.747835,-79.741838
-8876816.237,5426507.3371,808,00010858,4061,Brampton Civic Hospital 12NB,,,,0,,,1,43.747872,-79.741797
-8876653.0426,5427423.655,809,00010860,1913,Peter Robertson Blvd w/of Clover Bloom Rd,,,,0,,,1,43.753818,-79.740331
-8876309.5107,5427815.8841,810,00010870,1914,Peter Robertson Blvd at Torbram Rd,,,,0,,,1,43.756363,-79.737245
-8876149.0993,5428017.1681,811,00010875,1915,Peter Robertson Blvd at Red Stag Rd,,,,0,,,1,43.757669,-79.735804
-8875781.6336,5428432.6963,812,00010885,1917,Peter Robertson Blvd at Mountainash Rd,,,,0,,,1,43.760365,-79.732503
-8878991.6425,5429241.7661,813,00010915,4057,Sunny Meadow Blvd s/of Father Tobin Rd,,,,0,,,1,43.765614,-79.761339
-8878998.099,5429273.5199,814,00010918,4056,Sunny Meadow Blvd s/of Father Tobin Rd,,,,0,,,1,43.765820,-79.761397
-8878843.0309,5429090.5514,815,00010924,4055,Sunny Meadow Blvd n/of Sparhill St,,,,0,,,1,43.764633,-79.760004
-8878785.0335,5429056.4861,816,00010925,4054,Sunny Meadow Blvd btwn Vanderbrink Dr & Serenes,,,,0,,,1,43.764412,-79.759483
-8878647.9992,5428917.1431,817,00010929,4053,Sunny Meadow Blvd n/of Australia Dr,,,,0,,,1,43.763508,-79.758252
-8878593.3413,5428831.4421,818,00010930,1921,Sunny Meadow Blvd at Australia Dr,,,,0,,,1,43.762952,-79.757761
-8878549.2588,5428495.8903,819,00010931,4052,Sunny Meadow Blvd at Stanley Mills Public School,,,,0,,,1,43.760775,-79.757365
-8878508.9612,5428686.0913,820,00010934,4051,Sunny Meadow Blvd s/of Chapparal Dr,,,,0,,,1,43.762009,-79.757003
-8878515.3064,5428267.1609,821,00010938,4050,Sunny Meadow n/of Black Cherry Ln,,,,0,,,1,43.759291,-79.757060
-8878533.8967,5428244.6582,822,00010940,1922,Sunny Meadow Blvd opp Black Cherry Lane,,,,0,,,1,43.759145,-79.757227
-8878270.0695,5427987.7304,823,00010950,1923,Sunny Meadow Blvd n/of Sandalwood Pkwy,,,,0,,,1,43.757478,-79.754857
-8878285.3203,5428015.1645,824,00010952,4049,Sunny Meadow Blvd n/of Sandalwood Pky,,,,0,,,1,43.757656,-79.754994
-8878630.9673,5427398.8426,825,00010960,1924,Sandalwood Pkwy w/of Bramalea Rd,,,,0,,,1,43.753657,-79.758099
-8878796.6107,5427261.8364,826,00010970,1925,Sandalwood Pky E at Rattlesnake Rd,,,,0,,,1,43.752768,-79.759587
-8879063.2209,5427038.9938,827,00010975,1926,Sandalwood Pky E btwn Rattlesnake and Fernforest,,,,0,,,1,43.751322,-79.761982
-8879237.1019,5426876.4114,828,00010980,1927,Sandalwood Pky E at Fernforest Dr,,,,0,,,1,43.750267,-79.763544
-8879511.2819,5426550.1767,829,00010990,1928,Sandalwood Pky E btwn Fernforest Dr & Dixie Rd,,,,0,,,1,43.748150,-79.766007
-8879682.2686,5426318.4137,830,00011000,1929,Sandalwood Pky E opp Springtown Trail,,,,0,,,1,43.746646,-79.767543
-8879913.5905,5426045.36,831,00011010,1930,Sandalwood Pky E w/of Dixie Rd,,,,0,,,1,43.744874,-79.769621
-8879226.5266,5423975.8386,832,00011060,1933,Trinity Common Terminal Route 32/23 WB/18B Stop,,,,0,place_SPTE,,1,43.731442,-79.763449
-8881224.3775,5424680.6748,833,00011100,1934,Sandalwood Pky E w/of Heart Lake Rd,,,,0,,,1,43.736017,-79.781396
-8881668.5423,5424338.9573,834,00011110,1935,Sandalwood Pky E at Royal Palm Dr (E),,,,0,,,1,43.733799,-79.785386
-8881972.7784,5423998.4849,835,00011120,1936,Sandalwood Pky E at Royal Palm Dr (W),,,,0,,,1,43.731589,-79.788119
-8882184.0628,5423797.2886,836,00011130,1937,Sandalwood Pky E at Richvale Dr (WB),,,,0,,,1,43.730283,-79.790017
-8882537.9475,5423513.9882,837,00011140,1938,Sandalwood Pky E at Kennedy Rd N,,,,0,,,0,43.728444,-79.793196
-8882731.5321,5423673.7384,838,00011150,1939,Kennedy Rd N n/of Sandalwood Pky E,,,,0,,,1,43.729481,-79.794935
-8882961.9634,5423725.3458,839,00011160,1940,Conestoga Dr at Mondragon Circle,,,,0,,,0,43.729816,-79.797005
-8883110.241,5423412.7786,840,00011170,1941,Heart Lake Terminal Route 23 WB Stop,,,,0,place_HTLK,,1,43.727787,-79.798337
-8883143.0802,5423163.2254,841,00011180,1942,Conestoga Dr at Loafers Lake Lane,,,,0,,,1,43.726167,-79.798632
-8883785.9503,5421712.4074,842,00011240,1943,Sandalwood Pky W w/of Hurontario St,,,,0,,,1,43.716748,-79.804407
-8884095.1958,5421326.1361,843,00011250,1944,Sandalwood Pkwy at 130 Sandalwood Pkwy,,,,0,,,1,43.714240,-79.807185
-8884443.6259,5420680.5385,844,00011260,1945,Sandalwood Pky W at Van Kirk Dr,,,,0,,,1,43.710048,-79.810315
-8884841.3704,5419702.5257,845,00011290,1947,Queen Mary Dr at Gold Park Place,,,,0,,,1,43.703697,-79.813888
-8884481.8084,5419413.1917,846,00011300,1948,Queen Mary Dr s/of Woodvalley Dr,,,,0,,,1,43.701818,-79.810658
-8884246.3677,5419262.1381,847,00011305,1949,Queen Mary Dr s/of Whispering Hills Gate,,,,0,,,0,43.700837,-79.808543
-8883946.3617,5419082.4475,848,00011310,1950,Queen Mary Dr s/of Lormel Gate,,,,0,,,0,43.699670,-79.805848
-8883810.2179,5418646.7085,849,00011320,1951,Queen Mary Dr s/of Sunnybrook Cres (S),,,,0,,,1,43.696840,-79.804625
-8883856.0816,5418435.3132,850,00011330,1952,Queen Mary Dr at Briarcroft Rd (E),,,,0,,,1,43.695467,-79.805037
-8884164.9932,5418344.6287,851,00011350,1954,Edenbrook Hill Dr at Briarcroft Rd (W),,,,0,,,1,43.694878,-79.807812
-8884440.0636,5418376.1911,852,00011351,1955,Edenbrook Hill Dr n/of Packham Cr,,,,0,,,1,43.695083,-79.810283
-8884782.9277,5418450.0937,853,00011360,1956,Edenbrook Hill Dr s/of Duffield Rd,,,,0,,,1,43.695563,-79.813363
-8884989.5366,5418610.834,854,00011365,1957,Edenbrook Hill Dr btwn Amboise Cres & Bonistel Cr,,,,0,,,1,43.696607,-79.815219
-8885757.4185,5416980.6198,855,00011405,1962,Worthington Ave s/of Fairhill Ave,,,,0,,,1,43.686018,-79.822117
-8885633.2972,5416854.236,856,00011410,1963,Worthington Ave at Gabrielle Dr,,,,0,,,1,43.685197,-79.821002
-8885416.5582,5416631.0288,857,00011420,1964,Worthington Ave at Clayborne Ave,,,,0,,,0,43.683747,-79.819055
-8885083.9356,5416256.2067,858,00011430,1965,Worthington Ave at Salvation Rd,,,,0,,,1,43.681312,-79.816067
-8885792.9294,5415206.4781,859,00011440,1966,Mount Pleasant GO Station  Route 9 Stop,,,,0,place_MPGO,,1,43.674492,-79.822436
-8885095.9581,5416300.3841,860,00011460,1967,Worthington Ave n/of Salvation Rd,,,,0,,,1,43.681599,-79.816175
-8885376.0379,5416613.6342,861,00011470,1968,Worthington Ave opp Clayborne Ave,,,,0,,,0,43.683634,-79.818691
-8885545.1322,5416788.6587,862,00011480,1969,Worthington Ave opp Gabrielle Dr,,,,0,,,1,43.684771,-79.820210
-8885759.3109,5417006.9436,863,00011485,1970,Worthington Ave at Fairhill Ave,,,,0,,,1,43.686189,-79.822134
-8886043.7322,5417549.1376,864,00011510,1973,Brisdale Dr s/of Sandy Beach Rd,,,,0,,,1,43.689711,-79.824689
-8886361.6607,5417874.1306,865,00011520,1974,Brisdale Dr n/of Wetmeadow Dr,,,,0,,,1,43.691822,-79.827545
-8886584.077,5418090.5937,866,00011530,1975,Brisdale Dr at Sandalwood Pky W,,,,0,,,1,43.693228,-79.829543
-8886753.8392,5418260.7194,867,00011540,1976,Brisdale Dr at Ranchero Dr opp St. Edmund Campion,,,,0,,,1,43.694333,-79.831068
-8887023.1211,5418531.5413,868,00011550,1977,Brisdale Dr at Ramsey Lane,,,,0,,,1,43.696092,-79.833487
-8884989.7593,5419735.7866,869,00011630,1986,Sandalwood Pky W at Queen Mary Dr,,,,0,,,1,43.703913,-79.815221
-8884641.8859,5420106.5921,870,00011640,1987,Sandalwood Pky W at McLaughlin Rd N,,,,0,,,1,43.706321,-79.812096
-8884410.1187,5420563.652,871,00011650,1988,Sandalwood Pky W at Van Kirk Dr,,,,0,,,1,43.709289,-79.810014
-8884069.7037,5421290.7133,872,00011660,1989,Sandalwood Pkwy opp 130 Sandalwood Pkwy,,,,0,,,1,43.714010,-79.806956
-8883707.3587,5421758.9212,873,00011670,1990,Sandalwood Pky W at Hurontario St,,,,0,,,1,43.717050,-79.803701
-8882210.2229,5423705.9352,874,00011750,1992,Sandalwood Pky E at Richvale Dr (EB),,,,0,,,1,43.729690,-79.790252
-8882023.3175,5423912.2134,875,00011760,1993,Sandalwood Pky E opp Royal Palm Dr (W),,,,0,,,1,43.731029,-79.788573
-8881672.6611,5424268.2428,876,00011770,1994,Sandalwood Pky E at Glover Gate,,,,0,,,1,43.733340,-79.785423
-8881307.7558,5424556.9587,877,00011780,1995,Sandalwood Pky E at Heart Lake Rd,,,,0,,,1,43.735214,-79.782145
-8880331.1499,5425451.2033,878,00011790,1996,Great Lakes Dr at Sandalwood Pky E,,,,0,,,1,43.741018,-79.773372
-8879853.144,5424751.8547,879,00011810,1998,Great Lakes Dr s/of Masjid Dr (St. Isac E.S.),,,,0,,,1,43.736479,-79.769078
-8879650.8765,5424481.9286,880,00011815,3588,Great Lakes Dr s/of Serenity Ln,,,,0,,,1,43.734727,-79.767261
-8879326.9368,5424180.7362,881,00011825,3624,Great Lakes Dr s/of Guru Nanak St,,,,0,,,1,43.732772,-79.764351
-8879209.4947,5423940.2516,882,00011830,2000,Trinity Common Terminal Route 33/23 EB Stop,,,,0,place_SPTE,,1,43.731211,-79.763296
-8879536.4401,5424394.4201,883,00011840,2001,Great Lakes Dr at Beachsurf Rd,,,,0,,,1,43.734159,-79.766233
-8879863.608,5424806.0874,884,00011850,2002,Great Lakes Dr s/of Masjid Dr,,,,0,,,1,43.736831,-79.769172
-8879999.7518,5424951.0689,885,00011860,2003,Great Lakes Dr at Harold M. Brathwaite S.S.,,,,0,,,1,43.737772,-79.770395
-8880308.552,5425477.2431,886,00011870,2004,Great Lakes Dr at Sandalwood Pky E,,,,0,,,1,43.741187,-79.773169
-8880097.379,5425788.0312,887,00011875,2005,Sandalwood Pkwy at Save Max Sports Centre,,,,0,,,1,43.743204,-79.771272
-8879867.9495,5426027.0231,888,00011880,2006,Sandalwood Pky E at Dixie Rd,,,,0,,,1,43.744755,-79.769211
-8879628.1673,5426332.8987,889,00011890,2007,Sandalwood Pky E e/of Springtown Trail,,,,0,,,1,43.746740,-79.767057
-8878836.3518,5427191.4077,890,00011910,2009,Sandalwood Pky E at Pinecone Way,,,,0,,,1,43.752311,-79.759944
-8878567.5152,5427415.641,891,00011920,2010,Sandalwood Pky E at Bramalea Rd,,,,0,,,1,43.753766,-79.757529
-8878166.9877,5428065.5632,892,00011940,2012,Sandalwood Pky E e/of Sunny Meadow Blvd,,,,0,,,1,43.757983,-79.753931
-8878093.8508,5428239.2637,893,00011950,2013,Sandalwood Pky E opp Black Cherry Lane,,,,0,,,1,43.759110,-79.753274
-8877988.8765,5428541.3594,894,00011960,2014,Sandalwood Pky E at Cobblestone Crt,,,,0,,,1,43.761070,-79.752331
-8877759.1131,5428963.5392,895,00011970,2015,Sandalwood Pky E at Lakespring Gate,,,,0,,,1,43.763809,-79.750267
-8877583.8962,5429137.1024,896,00011975,2016,Sandalwood Pky E at Torbram Rd,,,,0,,,1,43.764935,-79.748693
-8877611.5034,5429250.244,897,00011980,2017,Torbram Rd n/of Sandalwood Pky E,,,,0,,,1,43.765669,-79.748941
-8877886.6852,5429524.6259,898,00011982,3623,Torbram Rd at Brucewood Rd,,,,0,,,1,43.767449,-79.751413
-8878228.8813,5429869.1562,899,00011986,3655,Torbram Rd s/of Father Tobin Rd,,,,0,,,1,43.769684,-79.754487
-8880174.5234,5418269.8031,900,00012040,2018,English St w/of Main St N,,,,0,,,0,43.694392,-79.771965
-8880293.19,5418119.384,901,00012050,2019,English St at Murray St,,,,0,,,0,43.693415,-79.773031
-8880619.3561,5417704.0121,902,00012060,2020,English St e/of Talbot St,,,,0,,,1,43.690717,-79.775961
-8880646.9633,5417501.5674,903,00012070,2021,English St at Vodden St W,,,,0,,,1,43.689402,-79.776209
-8880916.6904,5417503.1068,904,00012080,2022,Vodden St W at Talbot St,,,,0,,,1,43.689412,-79.778632
-8881321.6707,5417561.4536,905,00012090,2023,Vodden St W at Roseland Gate,,,,0,,,1,43.689791,-79.782270
-8881567.5755,5417651.8225,906,00012100,2024,Vodden St W at Williams Pky W,,,,0,,,1,43.690378,-79.784479
-8881681.2327,5417743.2699,907,00012110,2025,Royal Orchard Dr n/of Williams Pky W,,,,0,,,1,43.690972,-79.785500
-8881762.3846,5417933.8653,908,00012120,2026,Royal Orchard Dr at Trailridge Dr,,,,0,,,1,43.692210,-79.786229
-8881831.514,5418178.5044,909,00012130,2027,Royal Orchard Dr opp Dunhill Rd,,,,0,,,1,43.693799,-79.786850
-8881932.0355,5418297.5162,910,00012140,2028,Royal Orchard Dr at Suncrest Dr,,,,0,,,1,43.694572,-79.787753
-8882216.7908,5418593.1278,911,00012150,2030,Royal Orchard Dr at Richwood Cres (S),,,,0,,,1,43.696492,-79.790311
-8882417.8338,5418664.1068,912,00012160,2031,Royal Orchard Dr at Richwood Cres (N),,,,0,,,1,43.696953,-79.792117
-8882693.6835,5418818.846,913,00012170,2032,Royal Orchard Dr at Bovaird Dr,,,,0,,,1,43.697958,-79.794595
-8882859.5495,5418970.6623,914,00012180,2033,Van Kirk Dr at Canam Cres (S),,,,0,,,1,43.698944,-79.796085
-8883050.0171,5419145.1155,915,00012190,2034,Van Kirk Dr at Canam Cres (N),,,,0,,,1,43.700077,-79.797796
-8883279.6693,5419708.0692,916,00012200,2035,Van Kirk Dr n/of Railway Tracks (northbound),,,,0,,,1,43.703733,-79.799859
-8883469.9143,5420013.2734,917,00012210,2036,Van Kirk Dr at 95 Van Kirk Dr,,,,0,,,1,43.705715,-79.801568
-8883756.1167,5420306.014,918,00012220,2037,Van Kirk Dr at 111 Van Kirk Dr,,,,0,,,0,43.707616,-79.804139
-8884002.0214,5420540.398,919,00012230,2038,Van Kirk Dr opp Regan Rd (N),,,,0,,,1,43.709138,-79.806348
-8884228.8906,5420607.234,920,00012240,2039,Van Kirk Dr s/of Sandalwood Pky W,,,,0,,,1,43.709572,-79.808386
-8884528.8966,5420626.6381,921,00012250,2040,Van Kirk Dr n/of Sandalwood Pky W,,,,0,,,1,43.709698,-79.811081
-8884867.0852,5420794.1924,922,00012260,2041,Van Kirk Dr at Van Scott Dr,,,,0,,,1,43.710786,-79.814119
-8885274.1806,5421209.7034,923,00012270,2042,Van Kirk Dr at Viceroy Cres (S),,,,0,,,1,43.713484,-79.817776
-8885406.5394,5421501.0959,924,00012280,2043,Van Kirk Dr at Van Scott Dr (N),,,,0,,,1,43.715376,-79.818965
-8885679.7175,5421946.3651,925,00012290,2044,Van Kirk Dr at Wanless Dr,,,,0,,,1,43.718267,-79.821419
-8885327.8366,5422459.8914,926,00012295,3608,Wanless Dr at 225 Wanless Dr,,,,0,,,1,43.721601,-79.818258
-8885095.7354,5422775.6611,927,00012300,2045,Wanless Dr opp Tournament Dr,,,,0,,,1,43.723651,-79.816173
-8884897.3641,5423030.2872,928,00012400,2057,Wanless Dr w/of Hurontario St,,,,0,,,1,43.725304,-79.814391
-8884600.6977,5422816.7889,929,00012410,2058,Hurontario St at 10886 Hurontario St,,,,0,,,1,43.723918,-79.811726
-8884214.419,5422425.8505,930,00012420,2059,Hurontario St opp Petworth Dr,,,,0,,,1,43.721380,-79.808256
-8883684.5382,5421952.68,931,00012425,2060,Sandalwood - Zum Main Station Stop NB,,,,0,,,1,43.718308,-79.803496
-8884278.4277,5422339.7477,932,00012430,3874,Sandalwood Loop - Route 502 Stop,,,,0,place_SWLP,,1,43.720821,-79.808831
-8882819.5858,5423163.5335,933,00012470,2061,Sandalwood Pky E e/of Conestoga Dr,,,,0,,,1,43.726169,-79.795726
-8883086.0847,5423459.4551,934,00012495,2760,Heart Lake Terminal Route 7 NB - Departure,,,,0,place_HTLK,,1,43.728090,-79.798120
-8884199.2796,5422473.2921,935,00012560,2066,Hurontario St s/of Petworth Rd,,,,0,,,1,43.721688,-79.808120
-8884536.1323,5422807.7008,936,00012565,2067,Hurontario St opp 10866 Hurontario St,,,,0,,,0,43.723859,-79.811146
-8884792.2785,5423076.3455,937,00012568,2068,Hurontario St s/of Conservation Dr,,,,0,,,0,43.725603,-79.813447
-8884935.7693,5423039.8377,938,00012570,2069,Wanless Dr w/of Hurontario St,,,,0,,,1,43.725366,-79.814736
-8885073.8055,5422859.9195,939,00012580,2070,Wanless Dr e/of Tournament Dr,,,,0,,,1,43.724198,-79.815976
-8885658.3441,5421901.3905,940,00012590,2072,Van Kirk Dr s/of Wanless Dr,,,,0,,,1,43.717975,-79.821227
-8885447.7277,5421553.7693,941,00012600,2073,Van Kirk Dr at Van Scott Dr,,,,0,,,1,43.715718,-79.819335
-8885303.4576,5421224.3344,942,00012610,2074,Van Kirk Dr opp Viceroy Cres (S),,,,0,,,1,43.713579,-79.818039
-8884962.486,5420867.8064,943,00012615,2075,Van Kirk Dr s/of Mossgrove Cres,,,,0,,,1,43.711264,-79.814976
-8884710.236,5420648.6602,944,00012630,2078,Van Kirk Dr at Cedarvalley Blvd,,,,0,,,0,43.709841,-79.812710
-8884203.955,5420585.058,945,00012640,2079,Van Kirk Dr s/of Sandalwood Pkwy,,,,0,,,1,43.709428,-79.808162
-8883735.5226,5420252.2698,946,00012650,2080,Van Kirk Dr s/of Regan Rd (N) (opp 111 Van Kirk Dr,,,,0,,,1,43.707267,-79.803954
-8883522.791,5420035.294,947,00012660,2081,Van Kirk Dr s/of Regan Rd (N) (opp 105 Van Kirk Dr,,,,0,,,0,43.705858,-79.802043
-8883314.9575,5419756.1127,948,00012675,2082,Van Kirk Dr n/of Railway Tracks (southbound),,,,0,,,1,43.704045,-79.800176
-8883124.8238,5419189.9227,949,00012678,2083,Van Kirk Dr at Regan Rd,,,,0,,,1,43.700368,-79.798468
-8882832.3875,5418904.916,950,00012690,2084,Van Kirk Dr n/of Bovaird Dr,,,,0,,,1,43.698517,-79.795841
-8882490.4141,5418666.1084,951,00012710,2086,Royal Orchard Dr at Springview Dr (N),,,,0,,,1,43.696966,-79.792769
-8882250.9658,5418591.8961,952,00012715,2087,Royal Orchard Dr opp Richwood Cres (S),,,,0,,,1,43.696484,-79.790618
-8881951.9617,5418291.5117,953,00012720,2088,Royal Orchard Dr at Red Maple Dr,,,,0,,,1,43.694533,-79.787932
-8881774.2958,5417885.0614,954,00012730,2089,Royal Orchard Dr at Springview Dr (S),,,,0,,,1,43.691893,-79.786336
-8881647.3916,5417691.8499,955,00012740,2090,Royal Orchard Dr at Williams Pky W,,,,0,,,1,43.690638,-79.785196
-8881559.4492,5417622.7257,956,00012750,2091,Vodden St W s/of Williams Pky W,,,,0,,,1,43.690189,-79.784406
-8881246.4188,5417528.5084,957,00012760,2092,Vodden St W at Brookview Rd,,,,0,,,1,43.689577,-79.781594
-8880928.045,5417484.1712,958,00012770,2093,Vodden St W opp Talbot St,,,,0,,,1,43.689289,-79.778734
-8880650.4142,5417466.775,959,00012780,2094,Vodden St W at Pleasantview Ave,,,,0,,,1,43.689176,-79.776240
-8880622.5843,5417666.1399,960,00012790,2096,English St opp Talbot St,,,,0,,,0,43.690471,-79.775990
-8880418.2017,5417936.7905,961,00012795,2097,English St n/of Alison Crt ( 41 English St ),,,,0,,,1,43.692229,-79.774154
-8880252.447,5418146.7887,962,00012800,2098,English St opp Murray St,,,,0,,,1,43.693593,-79.772665
-8880148.5859,5418277.9631,963,00012810,2099,English St at Main St,,,,0,,,1,43.694445,-79.771732
-8879347.1969,5417472.779,964,00012840,2100,Main St N at Market St,,,,0,,,1,43.689215,-79.764533
-8879985.3916,5417975.5874,965,00012920,2102,Vodden St W w/of Main St N,,,,0,,,1,43.692481,-79.770266
-8880240.0906,5417657.9805,966,00012930,2103,Vodden St W at Rosebud Ave,,,,0,,,0,43.690418,-79.772554
-8880577.4999,5417502.7989,967,00012940,2104,Vodden St W at English St,,,,0,,,1,43.689410,-79.775585
-8881666.0932,5417639.9682,968,00012970,2105,Williams Pky W w/of Royal Orchard Dr,,,,0,,,1,43.690301,-79.785364
-8881869.3626,5417396.8829,969,00012980,2106,Williams Pky W at McLaughlin Rd N,,,,0,,,1,43.688722,-79.787190
-8882046.8059,5417115.7801,970,00012990,2107,Williams Pky W w/of McLaughlin Rd N,,,,0,,,1,43.686896,-79.788784
-8882291.7088,5416775.8819,971,00013000,2108,Williams Pky W at Fletchers Creek Blvd,,,,0,,,1,43.684688,-79.790984
-8882691.3457,5417014.9485,972,00013010,2109,Fletchers Creek Blvd n/of Porchlight Rd,,,,0,,,1,43.686241,-79.794574
-8883023.6344,5417163.6562,973,00013020,2110,Fletchers Creek Blvd opp Binder Twine Trail,,,,0,,,1,43.687207,-79.797559
-8883386.8699,5417450.3026,974,00013030,2111,Fletchers Creek Blvd at Dwellers Rd,,,,0,,,1,43.689069,-79.800822
-8883579.564,5417751.2754,975,00013033,3766,Fletchers Creek s/of Bovaird Dr,,,,0,,,1,43.691024,-79.802553
-8883836.8233,5418014.3846,976,00013040,2112,Edenbrook Hill Dr at Queen Anne Dr,,,,0,,,1,43.692733,-79.804864
-8885225.534,5418799.2918,977,00013070,2113,Edenbrook Hill Dr opp Peachleaf Cres,,,,0,,,1,43.697831,-79.817339
-8885478.1179,5419001.303,978,00013080,2114,Edenbrook Hill Dr at Sandalwood Pky W,,,,0,,,1,43.699143,-79.819608
-8885678.159,5419166.0563,979,00013090,2115,Edenbrook Hill Dr n/of River Rock Cres (S),,,,0,,,1,43.700213,-79.821405
-8885932.524,5419529.4478,980,00013100,2116,Edenbrook Hill Dr at Belinda Dr,,,,0,,,0,43.702573,-79.823690
-8886225.8509,5419747.3355,981,00013110,2117,Edenbrook Hill Dr s/of Earlsbridge Blvd,,,,0,,,0,43.703988,-79.826325
-8886650.6461,5420091.6549,982,00013120,2119,Edenbrook Hill Dr opp Ridgemore Cres (S),,,,0,,,0,43.706224,-79.830141
-8886887.7566,5420334.1952,983,00013130,2120,Edenbrook Hill Dr at Wanless Dr,,,,0,,,0,43.707799,-79.832271
-8885958.0162,5421616.1461,984,00013160,2123,Wanless Dr e/of McLaughlin Rd N,,,,0,,,1,43.716123,-79.823919
-8885713.7812,5421922.0295,985,00013170,2124,Wanless Dr w/of Van Kirk Dr,,,,0,,,1,43.718109,-79.821725
-8883646.2443,5424561.1185,986,00013240,2129,Kennedy Dr N s/of Conservation Dr,,,,0,,,1,43.735241,-79.803152
-8883498.9687,5424414.9106,987,00013250,2130,Kennedy Rd N opp McFadden Dr,,,,0,,,1,43.734292,-79.801829
-8883110.0184,5424017.8961,988,00013260,2131,Kennedy Rd N s/of Somerset Dr,,,,0,,,1,43.731715,-79.798335
-8885685.5061,5422021.2205,989,00013470,2144,Wanless Dr e/of Van Kirk Dr,,,,0,place_WAMG,,1,43.718753,-79.821471
-8885938.09,5421459.0498,990,00013480,2145,McLaughlin Rd s/of Wanless Dr,,,,0,,,1,43.715103,-79.823740
-8884031.4098,5418185.2786,991,00013610,2153,Edenbrook Hill Dr opp Queen Mary Dr,,,,0,,,0,43.693843,-79.806612
-8883697.006,5417847.9583,992,00013620,2154,Edenbrook Hill Dr n/of Bovaird Dr,,,,0,,,1,43.691652,-79.803608
-8883565.5377,5417703.7041,993,00013630,2155,Fletchers Creek Blvd s/of Bovaird Dr W,,,,0,,,1,43.690715,-79.802427
-8883021.8533,5417142.1042,994,00013650,2156,Fletchers Creek Blvd at Binder Twine Trail,,,,0,,,1,43.687067,-79.797543
-8882627.1144,5416968.3046,995,00013660,2157,Fletchers Creek Blvd opp Porchlight Rd,,,,0,,,1,43.685938,-79.793997
-8881813.3689,5417409.3526,996,00013680,2158,Williams Pky W e/of McLaughlin Rd N,,,,0,,,1,43.688803,-79.786687
-8880273.5977,5417598.7095,997,00013730,2159,Vodden St W at Mill St N,,,,0,,,1,43.690033,-79.772855
-8879918.8225,5418002.3759,998,00013740,2160,Vodden St W at Main St N,,,,0,,,1,43.692655,-79.769668
-8877595.0281,5413000.5899,999,00013860,2163,McLaughlin Rd S at Charolais Blvd,,,,0,,,1,43.660158,-79.748793
-8878050.4362,5413462.3763,1000,00013870,2164,McLaughlin Rd S at 8351 McLaughlin Rd S,,,,0,,,1,43.663159,-79.752884
-8878223.204,5413646.2663,1001,00013880,2165,McLaughlin Rd S n/of Elgin St,,,,0,,,1,43.664354,-79.754436
-8878414.3396,5413831.0833,1002,00013895,2166,McLaughlin Rd S n/of Curtis Dr,,,,0,,,1,43.665555,-79.756153
-8878845.146,5414269.5192,1003,00013900,2167,McLaughlin Rd S at Harold St,,,,0,,,1,43.668404,-79.760023
-8879323.5972,5414755.2239,1004,00013910,2168,McLaughlin Rd S at John Knox Christian School,,,,0,,,1,43.671560,-79.764321
-8879484.1199,5414921.1327,1005,00013920,2169,McLaughlin Rd S at Corona Gate,,,,0,,,0,43.672638,-79.765763
-8879937.5242,5414725.6746,1006,00013930,2170,Flower City Community Campus Route 1/1A/3A/57 Stop,,,,0,,,1,43.671368,-79.769836
-8879797.039,5415237.4142,1007,00013935,2171,McLaughlin Rd S n/of Bufford Dr,,,,0,,,1,43.674693,-79.768574
-8879965.4654,5415413.6439,1008,00013940,2172,McLaughlin Rd S at Queen St W,,,,0,,,1,43.675838,-79.770087
-8880246.881,5415699.4663,1009,00013950,2173,McLaughlin Rd n/of Dusty Lane,,,,0,,,0,43.677695,-79.772615
-8880388.3681,5415844.3049,1010,00013960,2174,McLaughlin Rd N at Denison Ave,,,,0,,,1,43.678636,-79.773886
-8880714.9795,5416172.3164,1011,00013970,2175,McLaughlin Rd N opp Campbell Dr,,,,0,,,1,43.680767,-79.776820
-8880944.7429,5416408.4427,1012,00013980,2176,McLaughlin Rd N at Flowertown Ave,,,,0,,,1,43.682301,-79.778884
-8881268.1261,5416740.4766,1013,00013990,2177,McLaughlin Rd N at 9381 McLaughlin Rd N,,,,0,,,1,43.684458,-79.781789
-8881413.064,5416888.5642,1014,00013995,2178,McLaughlin Rd N opp 9500 McLaughlin Rd N,,,,0,,,1,43.685420,-79.783091
-8881555.3303,5417034.8068,1015,00014000,2179,McLaughlin Rd N at Brookview Rd,,,,0,,,1,43.686370,-79.784369
-8881836.5234,5417324.0663,1016,00014010,2180,McLaughlin Rd N at Williams Pky W,,,,0,,,1,43.688249,-79.786895
