X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_lat,stop_lon,CLEANED_STOP_NAME_,CLEANED_STOP_LAT_,CLEANED_STOP_LON_
-8879650.8765,5424481.9286,886,00011815,3588.0,Great Lakes Dr s/of Serenity Ln,,,,0,,,1,43.734727,-79.767261,Great Lakes Dr s/of Serenity Ln,43.734727,-79.767261
-8879326.9368,5424180.7362,887,00011825,3624.0,Great Lakes Dr s/of Guru Nanak St,,,,0,,,1,43.732772,-79.764351,Great Lakes Dr s/of Guru Nanak St,43.732772,-79.764351
-8879536.4401,5424394.4201,889,00011840,2001.0,Great Lakes Dr at Beachsurf Rd,,,,0,,,1,43.734159,-79.766233,Great Lakes Dr at Beachsurf Rd,43.734159,-79.766233
-8879863.608,5424806.0874,890,00011850,2002.0,Great Lakes Dr s/of Masjid Dr,,,,0,,,1,43.736831,-79.769172,Great Lakes Dr s/of Masjid Dr,43.736831,-79.769172
-8879999.7518,5424951.0689,891,00011860,2003.0,Great Lakes Dr at Harold M. Brathwaite S.S.,,,,0,,,1,43.737772,-79.770395,Great Lakes Dr at Harold M. Brathwaite S.S.,43.737772,-79.770395
-8880308.552,5425477.2431,892,00011870,2004.0,Great Lakes Dr at Sandalwood Pky E,,,,0,,,1,43.741187,-79.773169,Great Lakes Dr at Sandalwood Pky E,43.741187,-79.773169
-8880097.379,5425788.0312,893,00011875,2005.0,Sandalwood Pkwy at Save Max Sports Centre,,,,0,,,1,43.743204,-79.771272,Sandalwood Pkwy at Save Max Sports Centre,43.743204,-79.771272
-8879867.9495,5426027.0231,894,00011880,2006.0,Sandalwood Pky E at Dixie Rd,,,,0,,,1,43.744755,-79.769211,Sandalwood Pky E at Dixie Rd,43.744755,-79.769211
-8879628.1673,5426332.8987,895,00011890,2007.0,Sandalwood Pky E e/of Springtown Trail,,,,0,,,1,43.74674,-79.767057,Sandalwood Pky E e/of Springtown Trail,43.74674,-79.767057
-8878836.3518,5427191.4077,896,00011910,2009.0,Sandalwood Pky E at Pinecone Way,,,,0,,,1,43.752311,-79.759944,Sandalwood Pky E at Pinecone Way,43.752311,-79.759944
-8878567.5152,5427415.641,897,00011920,2010.0,Sandalwood Pky E at Bramalea Rd,,,,0,,,1,43.753766,-79.757529,Sandalwood Pky E at Bramalea Rd,43.753766,-79.757529
-8878166.9877,5428065.5632,898,00011940,2012.0,Sandalwood Pky E e/of Sunny Meadow Blvd,,,,0,,,1,43.757983,-79.753931,Sandalwood Pky E e/of Sunny Meadow Blvd,43.757983,-79.753931
-8878093.8508,5428239.2637,899,00011950,2013.0,Sandalwood Pky E opp Black Cherry Lane,,,,0,,,1,43.75911,-79.753274,Sandalwood Pky E opp Black Cherry Lane,43.75911,-79.753274
-8877988.8765,5428541.3594,900,00011960,2014.0,Sandalwood Pky E at Cobblestone Crt,,,,0,,,1,43.76107,-79.752331,Sandalwood Pky E at Cobblestone Crt,43.76107,-79.752331
-8877759.1131,5428963.5392,901,00011970,2015.0,Sandalwood Pky E at Lakespring Gate,,,,0,,,1,43.763809,-79.750267,Sandalwood Pky E at Lakespring Gate,43.763809,-79.750267
-8877583.8962,5429137.1024,902,00011975,2016.0,Sandalwood Pky E at Torbram Rd,,,,0,,,1,43.764935,-79.748693,Sandalwood Pky E at Torbram Rd,43.764935,-79.748693
-8877611.5034,5429250.244,903,00011980,2017.0,Torbram Rd n/of Sandalwood Pky E,,,,0,,,1,43.765669,-79.748941,Torbram Rd n/of Sandalwood Pky E,43.765669,-79.748941
-8877886.6852,5429524.6259,904,00011982,3623.0,Torbram Rd at Brucewood Rd,,,,0,,,1,43.767449,-79.751413,Torbram Rd at Brucewood Rd,43.767449,-79.751413
-8878228.8813,5429869.1562,905,00011986,3655.0,Torbram Rd s/of Father Tobin Rd,,,,0,,,1,43.769684,-79.754487,Torbram Rd s/of Father Tobin Rd,43.769684,-79.754487
-8880174.5234,5418269.8031,906,00012040,2018.0,English St w/of Main St N,,,,0,,,0,43.694392,-79.771965,English St w/of Main St N,43.694392,-79.771965
-8880293.19,5418119.384,907,00012050,2019.0,English St at Murray St,,,,0,,,0,43.693415,-79.773031,English St at Murray St,43.693415,-79.773031
-8880619.3561,5417704.0121,908,00012060,2020.0,English St e/of Talbot St,,,,0,,,1,43.690717,-79.775961,English St e/of Talbot St,43.690717,-79.775961
-8880646.9633,5417501.5674,909,00012070,2021.0,English St at Vodden St W,,,,0,,,1,43.689402,-79.776209,English St at Vodden St W,43.689402,-79.776209
-8880916.6904,5417503.1068,910,00012080,2022.0,Vodden St W at Talbot St,,,,0,,,1,43.689412,-79.778632,Vodden St W at Talbot St,43.689412,-79.778632
-8881321.6707,5417561.4536,911,00012090,2023.0,Vodden St W at Roseland Gate,,,,0,,,1,43.689791,-79.78227,Vodden St W at Roseland Gate,43.689791,-79.78227
-8881567.5755,5417651.8225,912,00012100,2024.0,Vodden St W at Williams Pky W,,,,0,,,1,43.690378,-79.784479,Vodden St W at Williams Pky W,43.690378,-79.784479
-8881681.2327,5417743.2699,913,00012110,2025.0,Royal Orchard Dr n/of Williams Pky W,,,,0,,,1,43.690972,-79.7855,Royal Orchard Dr n/of Williams Pky W,43.690972,-79.7855
-8881762.3846,5417933.8653,914,00012120,2026.0,Royal Orchard Dr at Trailridge Dr,,,,0,,,1,43.69221,-79.786229,Royal Orchard Dr at Trailridge Dr,43.69221,-79.786229
-8881831.514,5418178.5044,915,00012130,2027.0,Royal Orchard Dr opp Dunhill Rd,,,,0,,,1,43.693799,-79.78685,Royal Orchard Dr opp Dunhill Rd,43.693799,-79.78685
-8881932.0355,5418297.5162,916,00012140,2028.0,Royal Orchard Dr at Suncrest Dr,,,,0,,,1,43.694572,-79.787753,Royal Orchard Dr at Suncrest Dr,43.694572,-79.787753
-8882216.7908,5418593.1278,917,00012150,2030.0,Royal Orchard Dr at Richwood Cres (S),,,,0,,,1,43.696492,-79.790311,Royal Orchard Dr at Richwood Cres (S),43.696492,-79.790311
-8882417.8338,5418664.1068,918,00012160,2031.0,Royal Orchard Dr at Richwood Cres (N),,,,0,,,1,43.696953,-79.792117,Royal Orchard Dr at Richwood Cres (N),43.696953,-79.792117
-8882693.6835,5418818.846,919,00012170,2032.0,Royal Orchard Dr at Bovaird Dr,,,,0,,,1,43.697958,-79.794595,Royal Orchard Dr at Bovaird Dr,43.697958,-79.794595
-8882859.5495,5418970.6623,920,00012180,2033.0,Van Kirk Dr at Canam Cres (S),,,,0,,,1,43.698944,-79.796085,Van Kirk Dr at Canam Cres (S),43.698944,-79.796085
-8883050.0171,5419145.1155,921,00012190,2034.0,Van Kirk Dr at Canam Cres (N),,,,0,,,1,43.700077,-79.797796,Van Kirk Dr at Canam Cres (N),43.700077,-79.797796
-8883279.6693,5419708.0692,922,00012200,2035.0,Van Kirk Dr n/of Railway Tracks (northbound),,,,0,,,1,43.703733,-79.799859,Van Kirk Dr n/of Railway Tracks (northbound),43.703733,-79.799859
-8883469.9143,5420013.2734,923,00012210,2036.0,Van Kirk Dr at 95 Van Kirk Dr,,,,0,,,1,43.705715,-79.801568,Van Kirk Dr at 95 Van Kirk Dr,43.705715,-79.801568
-8883756.1167,5420306.014,924,00012220,2037.0,Van Kirk Dr at 111 Van Kirk Dr,,,,0,,,0,43.707616,-79.804139,Van Kirk Dr at 111 Van Kirk Dr,43.707616,-79.804139
-8884002.0214,5420540.398,925,00012230,2038.0,Van Kirk Dr opp Regan Rd (N),,,,0,,,1,43.709138,-79.806348,Van Kirk Dr opp Regan Rd (N),43.709138,-79.806348
-8884228.8906,5420607.234,926,00012240,2039.0,Van Kirk Dr s/of Sandalwood Pky W,,,,0,,,1,43.709572,-79.808386,Van Kirk Dr s/of Sandalwood Pky W,43.709572,-79.808386
-8884528.8966,5420626.6381,927,00012250,2040.0,Van Kirk Dr n/of Sandalwood Pky W,,,,0,,,1,43.709698,-79.811081,Van Kirk Dr n/of Sandalwood Pky W,43.709698,-79.811081
-8884867.0852,5420794.1924,928,00012260,2041.0,Van Kirk Dr at Van Scott Dr,,,,0,,,1,43.710786,-79.814119,Van Kirk Dr at Van Scott Dr,43.710786,-79.814119
-8885274.1806,5421209.7034,929,00012270,2042.0,Van Kirk Dr at Viceroy Cres (S),,,,0,,,1,43.713484,-79.817776,Van Kirk Dr at Viceroy Cres (S),43.713484,-79.817776
-8885406.5394,5421501.0959,930,00012280,2043.0,Van Kirk Dr at Van Scott Dr (N),,,,0,,,1,43.715376,-79.818965,Van Kirk Dr at Van Scott Dr (N),43.715376,-79.818965
-8885679.7175,5421946.3651,931,00012290,2044.0,Van Kirk Dr at Wanless Dr,,,,0,,,1,43.718267,-79.821419,Van Kirk Dr at Wanless Dr,43.718267,-79.821419
-8885327.8366,5422459.8914,932,00012295,3608.0,Wanless Dr at 225 Wanless Dr,,,,0,,,1,43.721601,-79.818258,Wanless Dr at 225 Wanless Dr,43.721601,-79.818258
-8885095.7354,5422775.6611,933,00012300,2045.0,Wanless Dr opp Tournament Dr,,,,0,,,1,43.723651,-79.816173,Wanless Dr opp Tournament Dr,43.723651,-79.816173
-8881998.4932,5421924.9559,934,00012360,2050.0,Conestoga Dr n/of Ebby Ave,,,,0,,,0,43.718128,-79.78835,Conestoga Dr n/of Ebby Ave,43.718128,-79.78835
-8881963.3163,5421758.7672,935,00012370,2052.0,Conestoga Dr s/of Ebby Ave (at Heart Lake S.S.),,,,0,,,1,43.717049,-79.788034,Conestoga Dr s/of Ebby Ave (at Heart Lake S.S.),43.717049,-79.788034
-8884897.3641,5423030.2872,936,00012400,2057.0,Wanless Dr w/of Hurontario St,,,,0,,,1,43.725304,-79.814391,Wanless Dr w/of Hurontario St,43.725304,-79.814391
-8884600.6977,5422816.7889,937,00012410,2058.0,Hurontario St at 10886 Hurontario St,,,,0,,,1,43.723918,-79.811726,Hurontario St at 10886 Hurontario St,43.723918,-79.811726
-8884214.419,5422425.8505,938,00012420,2059.0,Hurontario St opp Petworth Dr,,,,0,,,1,43.72138,-79.808256,Hurontario St opp Petworth Dr,43.72138,-79.808256
-8883684.5382,5421952.68,939,00012425,2060.0,Sandalwood - Zum Main Station Stop NB,,,,0,,,1,43.718308,-79.803496,Sandalwood - Zum Main Station Stop NB,43.718308,-79.803496
-8882819.5858,5423163.5335,941,00012470,2061.0,Sandalwood Pky E e/of Conestoga Dr,,,,0,,,1,43.726169,-79.795726,Sandalwood Pky E e/of Conestoga Dr,43.726169,-79.795726
-8884199.2796,5422473.2921,944,00012560,2066.0,Hurontario St s/of Petworth Rd,,,,0,,,1,43.721688,-79.80812,Hurontario St s/of Petworth Rd,43.721688,-79.80812
-8884536.1323,5422807.7008,945,00012565,2067.0,Hurontario St opp 10866 Hurontario St,,,,0,,,0,43.723859,-79.811146,Hurontario St opp 10866 Hurontario St,43.723859,-79.811146
-8884792.2785,5423076.3455,946,00012568,2068.0,Hurontario St s/of Conservation Dr,,,,0,,,0,43.725603,-79.813447,Hurontario St s/of Conservation Dr,43.725603,-79.813447
-8884935.7693,5423039.8377,947,00012570,2069.0,Wanless Dr w/of Hurontario St,,,,0,,,1,43.725366,-79.814736,Wanless Dr w/of Hurontario St,43.725366,-79.814736
-8885073.8055,5422859.9195,948,00012580,2070.0,Wanless Dr e/of Tournament Dr,,,,0,,,1,43.724198,-79.815976,Wanless Dr e/of Tournament Dr,43.724198,-79.815976
-8885658.3441,5421901.3905,949,00012590,2072.0,Van Kirk Dr s/of Wanless Dr,,,,0,,,1,43.717975,-79.821227,Van Kirk Dr s/of Wanless Dr,43.717975,-79.821227
-8885447.7277,5421553.7693,950,00012600,2073.0,Van Kirk Dr at Van Scott Dr,,,,0,,,1,43.715718,-79.819335,Van Kirk Dr at Van Scott Dr,43.715718,-79.819335
-8885303.4576,5421224.3344,951,00012610,2074.0,Van Kirk Dr opp Viceroy Cres (S),,,,0,,,1,43.713579,-79.818039,Van Kirk Dr opp Viceroy Cres (S),43.713579,-79.818039
-8884962.486,5420867.8064,952,00012615,2075.0,Van Kirk Dr s/of Mossgrove Cres,,,,0,,,1,43.711264,-79.814976,Van Kirk Dr s/of Mossgrove Cres,43.711264,-79.814976
-8884710.236,5420648.6602,953,00012630,2078.0,Van Kirk Dr at Cedarvalley Blvd,,,,0,,,0,43.709841,-79.81271,Van Kirk Dr at Cedarvalley Blvd,43.709841,-79.81271
-8884203.955,5420585.058,954,00012640,2079.0,Van Kirk Dr s/of Sandalwood Pkwy,,,,0,,,1,43.709428,-79.808162,Van Kirk Dr s/of Sandalwood Pkwy,43.709428,-79.808162
-8883735.5226,5420252.2698,955,00012650,2080.0,Van Kirk Dr s/of Regan Rd (N) (opp 111 Van Kirk Dr,,,,0,,,1,43.707267,-79.803954,Van Kirk Dr s/of Regan Rd (N) (opp 111 Van Kirk Dr,43.707267,-79.803954
-8883522.791,5420035.294,956,00012660,2081.0,Van Kirk Dr s/of Regan Rd (N) (opp 105 Van Kirk Dr,,,,0,,,0,43.705858,-79.802043,Van Kirk Dr s/of Regan Rd (N) (opp 105 Van Kirk Dr,43.705858,-79.802043
-8883314.9575,5419756.1127,957,00012675,2082.0,Van Kirk Dr n/of Railway Tracks (southbound),,,,0,,,1,43.704045,-79.800176,Van Kirk Dr n/of Railway Tracks (southbound),43.704045,-79.800176
-8883124.8238,5419189.9227,958,00012678,2083.0,Van Kirk Dr at Regan Rd,,,,0,,,1,43.700368,-79.798468,Van Kirk Dr at Regan Rd,43.700368,-79.798468
-8882832.3875,5418904.916,959,00012690,2084.0,Van Kirk Dr n/of Bovaird Dr,,,,0,,,1,43.698517,-79.795841,Van Kirk Dr n/of Bovaird Dr,43.698517,-79.795841
-8882490.4141,5418666.1084,960,00012710,2086.0,Royal Orchard Dr at Springview Dr (N),,,,0,,,1,43.696966,-79.792769,Royal Orchard Dr at Springview Dr (N),43.696966,-79.792769
-8882250.9658,5418591.8961,961,00012715,2087.0,Royal Orchard Dr opp Richwood Cres (S),,,,0,,,1,43.696484,-79.790618,Royal Orchard Dr opp Richwood Cres (S),43.696484,-79.790618
-8881951.9617,5418291.5117,962,00012720,2088.0,Royal Orchard Dr at Red Maple Dr,,,,0,,,1,43.694533,-79.787932,Royal Orchard Dr at Red Maple Dr,43.694533,-79.787932
-8881774.2958,5417885.0614,963,00012730,2089.0,Royal Orchard Dr at Springview Dr (S),,,,0,,,1,43.691893,-79.786336,Royal Orchard Dr at Springview Dr (S),43.691893,-79.786336
-8881647.3916,5417691.8499,964,00012740,2090.0,Royal Orchard Dr at Williams Pky W,,,,0,,,1,43.690638,-79.785196,Royal Orchard Dr at Williams Pky W,43.690638,-79.785196
-8881559.4492,5417622.7257,965,00012750,2091.0,Vodden St W s/of Williams Pky W,,,,0,,,1,43.690189,-79.784406,Vodden St W s/of Williams Pky W,43.690189,-79.784406
-8881246.4188,5417528.5084,966,00012760,2092.0,Vodden St W at Brookview Rd,,,,0,,,1,43.689577,-79.781594,Vodden St W at Brookview Rd,43.689577,-79.781594
-8880928.045,5417484.1712,967,00012770,2093.0,Vodden St W opp Talbot St,,,,0,,,1,43.689289,-79.778734,Vodden St W opp Talbot St,43.689289,-79.778734
-8880650.4142,5417466.775,968,00012780,2094.0,Vodden St W at Pleasantview Ave,,,,0,,,1,43.689176,-79.77624,Vodden St W at Pleasantview Ave,43.689176,-79.77624
-8880622.5843,5417666.1399,969,00012790,2096.0,English St opp Talbot St,,,,0,,,0,43.690471,-79.77599,English St opp Talbot St,43.690471,-79.77599
-8880418.2017,5417936.7905,970,00012795,2097.0,English St n/of Alison Crt ( 41 English St ),,,,0,,,1,43.692229,-79.774154,English St n/of Alison Crt ( 41 English St ),43.692229,-79.774154
-8880252.447,5418146.7887,971,00012800,2098.0,English St opp Murray St,,,,0,,,1,43.693593,-79.772665,English St opp Murray St,43.693593,-79.772665
-8880148.5859,5418277.9631,972,00012810,2099.0,English St at Main St,,,,0,,,1,43.694445,-79.771732,English St at Main St,43.694445,-79.771732
-8879347.1969,5417472.779,973,00012840,2100.0,Main St N at Market St,,,,0,,,1,43.689215,-79.764533,Main St N at Market St,43.689215,-79.764533
-8879985.3916,5417975.5874,974,00012920,2102.0,Vodden St W w/of Main St N,,,,0,,,1,43.692481,-79.770266,Vodden St W w/of Main St N,43.692481,-79.770266
-8880240.0906,5417657.9805,975,00012930,2103.0,Vodden St W at Rosebud Ave,,,,0,,,0,43.690418,-79.772554,Vodden St W at Rosebud Ave,43.690418,-79.772554
-8880577.4999,5417502.7989,976,00012940,2104.0,Vodden St W at English St,,,,0,,,1,43.68941,-79.775585,Vodden St W at English St,43.68941,-79.775585
-8881666.0932,5417639.9682,977,00012970,2105.0,Williams Pky W w/of Royal Orchard Dr,,,,0,,,1,43.690301,-79.785364,Williams Pky W w/of Royal Orchard Dr,43.690301,-79.785364
-8881869.3626,5417396.8829,978,00012980,2106.0,Williams Pky W at McLaughlin Rd N,,,,0,,,1,43.688722,-79.78719,Williams Pky W at McLaughlin Rd N,43.688722,-79.78719
-8882046.8059,5417115.7801,979,00012990,2107.0,Williams Pky W w/of McLaughlin Rd N,,,,0,,,1,43.686896,-79.788784,Williams Pky W w/of McLaughlin Rd N,43.686896,-79.788784
-8882291.7088,5416775.8819,980,00013000,2108.0,Williams Pky W at Fletchers Creek Blvd,,,,0,,,1,43.684688,-79.790984,Williams Pky W at Fletchers Creek Blvd,43.684688,-79.790984
-8882691.3457,5417014.9485,981,00013010,2109.0,Fletchers Creek Blvd n/of Porchlight Rd,,,,0,,,1,43.686241,-79.794574,Fletchers Creek Blvd n/of Porchlight Rd,43.686241,-79.794574
-8883023.6344,5417163.6562,982,00013020,2110.0,Fletchers Creek Blvd opp Binder Twine Trail,,,,0,,,1,43.687207,-79.797559,Fletchers Creek Blvd opp Binder Twine Trail,43.687207,-79.797559
-8883386.8699,5417450.3026,983,00013030,2111.0,Fletchers Creek Blvd at Dwellers Rd,,,,0,,,1,43.689069,-79.800822,Fletchers Creek Blvd at Dwellers Rd,43.689069,-79.800822
-8883579.564,5417751.2754,984,00013033,3766.0,Fletchers Creek s/of Bovaird Dr,,,,0,,,1,43.691024,-79.802553,Fletchers Creek s/of Bovaird Dr,43.691024,-79.802553
-8883836.8233,5418014.3846,985,00013040,2112.0,Edenbrook Hill Dr at Queen Anne Dr,,,,0,,,1,43.692733,-79.804864,Edenbrook Hill Dr at Queen Anne Dr,43.692733,-79.804864
-8885225.534,5418799.2918,986,00013070,2113.0,Edenbrook Hill Dr opp Peachleaf Cres,,,,0,,,1,43.697831,-79.817339,Edenbrook Hill Dr opp Peachleaf Cres,43.697831,-79.817339
-8885478.1179,5419001.303,987,00013080,2114.0,Edenbrook Hill Dr at Sandalwood Pky W,,,,0,,,1,43.699143,-79.819608,Edenbrook Hill Dr at Sandalwood Pky W,43.699143,-79.819608
-8885678.159,5419166.0563,988,00013090,2115.0,Edenbrook Hill Dr n/of River Rock Cres (S),,,,0,,,1,43.700213,-79.821405,Edenbrook Hill Dr n/of River Rock Cres (S),43.700213,-79.821405
-8885932.524,5419529.4478,989,00013100,2116.0,Edenbrook Hill Dr at Belinda Dr,,,,0,,,0,43.702573,-79.82369,Edenbrook Hill Dr at Belinda Dr,43.702573,-79.82369
-8886225.8509,5419747.3355,990,00013110,2117.0,Edenbrook Hill Dr s/of Earlsbridge Blvd,,,,0,,,0,43.703988,-79.826325,Edenbrook Hill Dr s/of Earlsbridge Blvd,43.703988,-79.826325
-8886650.6461,5420091.6549,991,00013120,2119.0,Edenbrook Hill Dr opp Ridgemore Cres (S),,,,0,,,0,43.706224,-79.830141,Edenbrook Hill Dr opp Ridgemore Cres (S),43.706224,-79.830141
-8886887.7566,5420334.1952,992,00013130,2120.0,Edenbrook Hill Dr at Wanless Dr,,,,0,,,0,43.707799,-79.832271,Edenbrook Hill Dr at Wanless Dr,43.707799,-79.832271
-8885958.0162,5421616.1461,993,00013160,2123.0,Wanless Dr e/of McLaughlin Rd N,,,,0,,,1,43.716123,-79.823919,Wanless Dr e/of McLaughlin Rd N,43.716123,-79.823919
-8885713.7812,5421922.0295,994,00013170,2124.0,Wanless Dr w/of Van Kirk Dr,,,,0,,,1,43.718109,-79.821725,Wanless Dr w/of Van Kirk Dr,43.718109,-79.821725
-8883826.0253,5424470.836,995,00013230,2128.0,Conservation Dr opp Axminster Rd - 201 School Only,,,,0,,,0,43.734655,-79.804767,Conservation Dr opp Axminster Rd - 201 School Only,43.734655,-79.804767
-8883646.2443,5424561.1185,996,00013240,2129.0,Kennedy Dr N s/of Conservation Dr,,,,0,,,1,43.735241,-79.803152,Kennedy Dr N s/of Conservation Dr,43.735241,-79.803152
-8883498.9687,5424414.9106,997,00013250,2130.0,Kennedy Rd N opp McFadden Dr,,,,0,,,1,43.734292,-79.801829,Kennedy Rd N opp McFadden Dr,43.734292,-79.801829
-8883110.0184,5424017.8961,998,00013260,2131.0,Kennedy Rd N s/of Somerset Dr,,,,0,,,1,43.731715,-79.798335,Kennedy Rd N s/of Somerset Dr,43.731715,-79.798335
-8883114.3598,5424084.1411,999,00013383,4086.0,Kennedy Rd at Richvale Dr - School Only,,,,0,,,1,43.732145,-79.798374,Kennedy Rd at Richvale Dr - School Only,43.732145,-79.798374
-8883430.3958,5424400.7367,1000,00013385,2137.0,Kennedy Rd N at McFadden Dr - 201 School Only,,,,0,,,0,43.7342,-79.801213,Kennedy Rd N at McFadden Dr - 201 School Only,43.7342,-79.801213
-8883846.5081,5424472.0685,1001,00013400,2139.0,Conservation Dr at Axminister Rd - 201 School Only,,,,0,,,0,43.734663,-79.804951,Conservation Dr at Axminister Rd - 201 School Only,43.734663,-79.804951
-8884028.4042,5424237.4305,1002,00013410,2140.0,Conservation Dr at Carnforth Dr - 201 School Only,,,,0,,,0,43.73314,-79.806585,Conservation Dr at Carnforth Dr - 201 School Only,43.73314,-79.806585
-8885938.09,5421459.0498,1004,00013480,2145.0,McLaughlin Rd s/of Wanless Dr,,,,0,,,1,43.715103,-79.82374,McLaughlin Rd s/of Wanless Dr,43.715103,-79.82374
-8884031.4098,5418185.2786,1005,00013610,2153.0,Edenbrook Hill Dr opp Queen Mary Dr,,,,0,,,0,43.693843,-79.806612,Edenbrook Hill Dr opp Queen Mary Dr,43.693843,-79.806612
-8883697.006,5417847.9583,1006,00013620,2154.0,Edenbrook Hill Dr n/of Bovaird Dr,,,,0,,,1,43.691652,-79.803608,Edenbrook Hill Dr n/of Bovaird Dr,43.691652,-79.803608
-8883565.5377,5417703.7041,1007,00013630,2155.0,Fletchers Creek Blvd s/of Bovaird Dr W,,,,0,,,1,43.690715,-79.802427,Fletchers Creek Blvd s/of Bovaird Dr W,43.690715,-79.802427
-8883021.8533,5417142.1042,1008,00013650,2156.0,Fletchers Creek Blvd at Binder Twine Trail,,,,0,,,1,43.687067,-79.797543,Fletchers Creek Blvd at Binder Twine Trail,43.687067,-79.797543
-8882627.1144,5416968.3046,1009,00013660,2157.0,Fletchers Creek Blvd opp Porchlight Rd,,,,0,,,1,43.685938,-79.793997,Fletchers Creek Blvd opp Porchlight Rd,43.685938,-79.793997
-8884295.1257,5424409.3643,1010,00013675,4087.0,Carnforth Dr at Ramsgate Crt - 201 School Only,,,,0,,,1,43.734256,-79.808981,Carnforth Dr at Ramsgate Crt - 201 School Only,43.734256,-79.808981
-8884401.3244,5424494.8701,1011,00013676,4090.0,Carforth Dr at Lennox Crt - 201 School Only,,,,0,,,1,43.734811,-79.809935,Carforth Dr at Lennox Crt - 201 School Only,43.734811,-79.809935
-8881813.3689,5417409.3526,1012,00013680,2158.0,Williams Pky W e/of McLaughlin Rd N,,,,0,,,1,43.688803,-79.786687,Williams Pky W e/of McLaughlin Rd N,43.688803,-79.786687
-8880273.5977,5417598.7095,1013,00013730,2159.0,Vodden St W at Mill St N,,,,0,,,1,43.690033,-79.772855,Vodden St W at Mill St N,43.690033,-79.772855
-8879918.8225,5418002.3759,1014,00013740,2160.0,Vodden St W at Main St N,,,,0,,,1,43.692655,-79.769668,Vodden St W at Main St N,43.692655,-79.769668
-8877595.0281,5413000.5899,1015,00013860,2163.0,McLaughlin Rd S at Charolais Blvd,,,,0,,,1,43.660158,-79.748793,McLaughlin Rd S at Charolais Blvd,43.660158,-79.748793
-8878050.4362,5413462.3763,1016,00013870,2164.0,McLaughlin Rd S at 8351 McLaughlin Rd S,,,,0,,,1,43.663159,-79.752884,McLaughlin Rd S at 8351 McLaughlin Rd S,43.663159,-79.752884
-8878223.204,5413646.2663,1017,00013880,2165.0,McLaughlin Rd S n/of Elgin St,,,,0,,,1,43.664354,-79.754436,McLaughlin Rd S n/of Elgin St,43.664354,-79.754436
-8878414.3396,5413831.0833,1018,00013895,2166.0,McLaughlin Rd S n/of Curtis Dr,,,,0,,,1,43.665555,-79.756153,McLaughlin Rd S n/of Curtis Dr,43.665555,-79.756153
-8878845.146,5414269.5192,1019,00013900,2167.0,McLaughlin Rd S at Harold St,,,,0,,,1,43.668404,-79.760023,McLaughlin Rd S at Harold St,43.668404,-79.760023
-8879323.5972,5414755.2239,1020,00013910,2168.0,McLaughlin Rd S at John Knox Christian School,,,,0,,,1,43.67156,-79.764321,McLaughlin Rd S at John Knox Christian School,43.67156,-79.764321
-8879484.1199,5414921.1327,1021,00013920,2169.0,McLaughlin Rd S at Corona Gate,,,,0,,,0,43.672638,-79.765763,McLaughlin Rd S at Corona Gate,43.672638,-79.765763
-8879937.5242,5414725.6746,1022,00013930,2170.0,Flower City Community Campus Route 1/1A/3A/57 Stop,,,,0,,,1,43.671368,-79.769836,Flower City Community Campus Route 1/1A/3A/57 Stop,43.671368,-79.769836
-8879797.039,5415237.4142,1023,00013935,2171.0,McLaughlin Rd S n/of Bufford Dr,,,,0,,,1,43.674693,-79.768574,McLaughlin Rd S n/of Bufford Dr,43.674693,-79.768574
-8879965.4654,5415413.6439,1024,00013940,2172.0,McLaughlin Rd S at Queen St W,,,,0,,,1,43.675838,-79.770087,McLaughlin Rd S at Queen St W,43.675838,-79.770087
-8880246.881,5415699.4663,1025,00013950,2173.0,McLaughlin Rd n/of Dusty Lane,,,,0,,,0,43.677695,-79.772615,McLaughlin Rd n/of Dusty Lane,43.677695,-79.772615
-8880388.3681,5415844.3049,1026,00013960,2174.0,McLaughlin Rd N at Denison Ave,,,,0,,,1,43.678636,-79.773886,McLaughlin Rd N at Denison Ave,43.678636,-79.773886
-8880714.9795,5416172.3164,1027,00013970,2175.0,McLaughlin Rd N opp Campbell Dr,,,,0,,,1,43.680767,-79.77682,McLaughlin Rd N opp Campbell Dr,43.680767,-79.77682
-8880944.7429,5416408.4427,1028,00013980,2176.0,McLaughlin Rd N at Flowertown Ave,,,,0,,,1,43.682301,-79.778884,McLaughlin Rd N at Flowertown Ave,43.682301,-79.778884
-8881268.1261,5416740.4766,1029,00013990,2177.0,McLaughlin Rd N at 9381 McLaughlin Rd N,,,,0,,,1,43.684458,-79.781789,McLaughlin Rd N at 9381 McLaughlin Rd N,43.684458,-79.781789
-8881413.064,5416888.5642,1030,00013995,2178.0,McLaughlin Rd N opp 9500 McLaughlin Rd N,,,,0,,,1,43.68542,-79.783091,McLaughlin Rd N opp 9500 McLaughlin Rd N,43.68542,-79.783091
-8881555.3303,5417034.8068,1031,00014000,2179.0,McLaughlin Rd N at Brookview Rd,,,,0,,,1,43.68637,-79.784369,McLaughlin Rd N at Brookview Rd,43.68637,-79.784369
-8881836.5234,5417324.0663,1032,00014010,2180.0,McLaughlin Rd N at Williams Pky W,,,,0,,,1,43.688249,-79.786895,McLaughlin Rd N at Williams Pky W,43.688249,-79.786895
