,U_NAME,ID,V_ID,ROUTE_ID,TRIP_ID,TRIP_TYPE,DST_BTW_STPS,CUR_STP_ID,CUR_STP_NM,CUR_STP_LAT,CUR_STP_LONG,CUR_STP_TIME,SEGMENT_NAME,AVG_DIR,NXT_STP_ID,NXT_STP_NAME,NXT_STP_LAT,NXT_STP_LONG,NXT_STP_TIME
2826,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.2625434617143132,14090101.0,Castle Oaks Crossing e/of Long Branch Trail,43.793881,-79.673564,1712446240.5992985,Castle Oaks Crossing e/of Long Branch Trail -- TO -- Castle Oaks Crossing opp Bellchase Trail,66,14090102,Castle Oaks Crossing opp Bellchase Trail,43.792388,-79.676098,1712446280.5844955
2827,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.5306257462797908,14090102.0,Castle Oaks Crossing opp Bellchase Trail,43.792388,-79.676098,1712446280.5844955,Castle Oaks Crossing opp Bellchase Trail -- TO -- Castle Oaks w/of Literacy Dr,66,17627,Castle Oaks w/of Literacy Dr,43.789204,-79.681022,1712446398.368622
2828,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.5460669822296965,17627.0,Castle Oaks w/of Literacy Dr,43.789204,-79.681022,1712446398.368622,Castle Oaks w/of Literacy Dr -- TO -- The Gore Rd s/of Strathdale Rd,66,27200,The Gore Rd s/of Strathdale Rd,43.78436,-79.679903,1712446437.0514703
2829,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.7748278825756288,27200.0,The Gore Rd s/of Strathdale Rd,43.78436,-79.679903,1712446437.0514703,The Gore Rd s/of Strathdale Rd -- TO -- The Gore Rd s/of Cottrelle Blvd,66,17629,The Gore Rd s/of Cottrelle Blvd,43.7794,-79.673124,1712446528.9026253
2830,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.9931162404092636,17629.0,The Gore Rd s/of Cottrelle Blvd,43.7794,-79.673124,1712446528.9026253,The Gore Rd s/of Cottrelle Blvd -- TO -- The Gore Rd n/of Ebenezer Rd,66,44237,The Gore Rd n/of Ebenezer Rd,43.772959,-79.664555,1712446694.3920622
2831,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.380261135801029,44237.0,The Gore Rd n/of Ebenezer Rd,43.772959,-79.664555,1712446694.3920622,The Gore Rd n/of Ebenezer Rd -- TO -- The Gore Rd n/of Royton St,66,17745,The Gore Rd n/of Royton St,43.770475,-79.6613,1712446765.595377
2832,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.20144794422448153,17745.0,The Gore Rd n/of Royton St,43.770475,-79.6613,1712446765.595377,The Gore Rd n/of Royton St -- TO -- The Gore Rd opp Fogal Rd,66,17740,The Gore Rd opp Fogal Rd,43.769219,-79.659492,1712446769.9300613
2833,19_50-344_23864190-240304-MULTI-Saturday-01_141,19,1128,50-344,23864190-240304-MULTI-Saturday-01,Saturday,0.636646403019821,17740.0,The Gore Rd opp Fogal Rd,43.769219,-79.659492,1712446769.9300613,The Gore Rd opp Fogal Rd -- TO -- The Gore Rd n/of Kelways Circle,66,17753,The Gore Rd n/of Kelways Circle,43.765119,-79.653958,1712446931.4412055
2835,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.308414336408901,27045.0,Castlemore Rd w/of Gardenbrooke Tr,43.796528,-79.68424,1712442509.5613997,Castlemore Rd w/of Gardenbrooke Tr -- TO -- Castlemore Rd w/of Drummondville Dr,87,47553,Castlemore Rd w/of Drummondville Dr,43.79866,-79.681782,1712442881.6668923
2836,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,1.0532272326925283,47553.0,Castlemore Rd w/of Drummondville Dr,43.79866,-79.681782,1712442881.6668923,Castlemore Rd w/of Drummondville Dr -- TO -- Castle Oaks w/of Literacy Dr,87,17627,Castle Oaks w/of Literacy Dr,43.789204,-79.681022,1712443052.5927155
2837,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.5460669822296965,17627.0,Castle Oaks w/of Literacy Dr,43.789204,-79.681022,1712443052.5927155,Castle Oaks w/of Literacy Dr -- TO -- The Gore Rd s/of Strathdale Rd,87,27200,The Gore Rd s/of Strathdale Rd,43.78436,-79.679903,1712443150.66451
2838,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,2.9861132844320797,27200.0,The Gore Rd s/of Strathdale Rd,43.78436,-79.679903,1712443150.66451,The Gore Rd s/of Strathdale Rd -- TO -- The Gore Rd n/of Kelways Circle,87,17753,The Gore Rd n/of Kelways Circle,43.765119,-79.653958,1712443651.2417502
2839,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.5271876216680839,17753.0,The Gore Rd n/of Kelways Circle,43.765119,-79.653958,1712443651.2417502,The Gore Rd n/of Kelways Circle -- TO -- The Gore Rd n/of Manswood Cres (S),87,17760,The Gore Rd n/of Manswood Cres (S),43.761755,-79.649332,1712443663.5818627
2840,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.6258074724495193,17760.0,The Gore Rd n/of Manswood Cres (S),43.761755,-79.649332,1712443663.5818627,The Gore Rd n/of Manswood Cres (S) -- TO -- The Gore Rd n/of Hwy 50,87,17770,The Gore Rd n/of Hwy 50,43.757814,-79.643769,1712443700.9235854
2841,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,1.0255059997870621,17770.0,The Gore Rd n/of Hwy 50,43.757814,-79.643769,1712443700.9235854,The Gore Rd n/of Hwy 50 -- TO -- Albion Rd s/of Steeles Ave,87,940,Albion Rd s/of Steeles Ave,43.7493,-79.638861,1712443864.8898015
2842,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.33043362354536443,940.0,Albion Rd s/of Steeles Ave,43.7493,-79.638861,1712443864.8898015,Albion Rd s/of Steeles Ave -- TO -- Albion Rd w/of Claireport Cres (W),87,950,Albion Rd w/of Claireport Cres (W),43.7474,-79.635698,1712443891.22364
2843,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.5309783423727206,950.0,Albion Rd w/of Claireport Cres (W),43.7474,-79.635698,1712443891.22364,Albion Rd w/of Claireport Cres (W) -- TO -- Albion Rd at Steinway Blvd,87,970,Albion Rd at Steinway Blvd,43.748005,-79.629141,1712443976.9325914
2844,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.6037762516682555,970.0,Albion Rd at Steinway Blvd,43.748005,-79.629141,1712443976.9325914,Albion Rd at Steinway Blvd -- TO -- Humberline Dr n/of Claireville Dr (N),87,980,Humberline Dr n/of Claireville Dr (N),43.746027,-79.622141,1712444040.7825172
2845,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.35388164382799947,980.0,Humberline Dr n/of Claireville Dr (N),43.746027,-79.622141,1712444040.7825172,Humberline Dr n/of Claireville Dr (N) -- TO -- Huddersfield Rd w/of Humberline Dr,87,17821,Huddersfield Rd w/of Humberline Dr,43.742907,-79.62301,1712444066.6911867
2846,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.37256296525841065,17821.0,Huddersfield Rd w/of Humberline Dr,43.742907,-79.62301,1712444066.6911867,Huddersfield Rd w/of Humberline Dr -- TO -- Claireville Dr at 61 Claireville Dr,87,17823,Claireville Dr at 61 Claireville Dr,43.739933,-79.625146,1712444158.6952705
2847,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.4034795619525024,17823.0,Claireville Dr at 61 Claireville Dr,43.739933,-79.625146,1712444158.6952705,Claireville Dr at 61 Claireville Dr -- TO -- Claireville Dr at 35 Claireville Dr,87,17825,Claireville Dr at 35 Claireville Dr,43.73724,-79.62178,1712444215.0702357
2848,19_50-344_23864206-240304-MULTI-Saturday-01_135,19,1119,50-344,23864206-240304-MULTI-Saturday-01,Saturday,0.47138019939925796,17825.0,Claireville Dr at 35 Claireville Dr,43.73724,-79.62178,1712444215.0702357,Claireville Dr at 35 Claireville Dr -- TO -- Finch Ave e/of Humberline Dr,87,17855,Finch Ave e/of Humberline Dr,43.734847,-79.616937,1712444226.9666672
2850,19_50-344_23864347-240304-MULTI-Saturday-01_167,19,1128,50-344,23864347-240304-MULTI-Saturday-01,Saturday,0.29011915969700136,17568.0,The Gore Rd s/of Eastbrook Way,43.7778,-79.67048,1712444745.8580513,The Gore Rd s/of Eastbrook Way -- TO -- The Gore Rd s/of Cottrelle Blvd,-48,17623,The Gore Rd s/of Cottrelle Blvd,43.779677,-79.67299,1712444805.335381
2851,19_50-344_23864347-240304-MULTI-Saturday-01_167,19,1128,50-344,23864347-240304-MULTI-Saturday-01,Saturday,0.8287629087252486,17623.0,The Gore Rd s/of Cottrelle Blvd,43.779677,-79.67299,1712444805.335381,The Gore Rd s/of Cottrelle Blvd -- TO -- The Gore Rd opp Strathdale Rd,-48,27000,The Gore Rd opp Strathdale Rd,43.784955,-79.680279,1712444833.5938141
2852,19_50-344_23864347-240304-MULTI-Saturday-01_167,19,1128,50-344,23864347-240304-MULTI-Saturday-01,Saturday,0.37320036028040626,27000.0,The Gore Rd opp Strathdale Rd,43.784955,-79.680279,1712444833.5938141,The Gore Rd opp Strathdale Rd -- TO -- The Gore Rd n/of Castle Oaks Crossing,-48,27010,The Gore Rd n/of Castle Oaks Crossing,43.787436,-79.68341,1712444882.6202166
2853,19_50-344_23864347-240304-MULTI-Saturday-01_167,19,1128,50-344,23864347-240304-MULTI-Saturday-01,Saturday,0.6822227760754787,27010.0,The Gore Rd n/of Castle Oaks Crossing,43.787436,-79.68341,1712444882.6202166,The Gore Rd n/of Castle Oaks Crossing -- TO -- The Gore Rd s/of Castlemore Rd,-48,27020,The Gore Rd s/of Castlemore Rd,43.79181,-79.68937,1712445143.5295076
2855,19_50-344_23866566-240304-MULTI-Saturday-01_205,19,2214,50-344,23866566-240304-MULTI-Saturday-01,Saturday,0.9958097341577673,17555.0,The Gore Rd s/of Fogal Rd,43.769367,-79.659158,1712442800.094527,The Gore Rd s/of Fogal Rd -- TO -- The Gore Rd s/of Tyler Ave,-50,17565,The Gore Rd s/of Tyler Ave,43.775803,-79.667782,1712442947.3712566
2856,19_50-344_23866566-240304-MULTI-Saturday-01_205,19,2214,50-344,23866566-240304-MULTI-Saturday-01,Saturday,0.31021125389352255,17565.0,The Gore Rd s/of Tyler Ave,43.775803,-79.667782,1712442947.3712566,The Gore Rd s/of Tyler Ave -- TO -- The Gore Rd s/of Eastbrook Way,-50,17568,The Gore Rd s/of Eastbrook Way,43.7778,-79.67048,1712442926.4950678
2857,19_50-344_23866566-240304-MULTI-Saturday-01_205,19,2214,50-344,23866566-240304-MULTI-Saturday-01,Saturday,2.1740299713355005,17568.0,The Gore Rd s/of Eastbrook Way,43.7778,-79.67048,1712442926.4950678,The Gore Rd s/of Eastbrook Way -- TO -- The Gore Rd s/of Castlemore Rd,-50,27020,The Gore Rd s/of Castlemore Rd,43.79181,-79.68937,1712443248.057053
2859,19_8-344_23864802-240304-MULTI-Saturday-01_45,19,1906,8-344,23864802-240304-MULTI-Saturday-01,Saturday,0.5976672225229548,50108.0,West - Zum Queen Station Stop EB,43.709439,-79.733718,1712461947.8725164,West - Zum Queen Station Stop EB -- TO -- Queen St w/of Dixie Rd,46,23058,Queen St w/of Dixie Rd,43.713638,-79.729076,1712462012.6473136
2860,19_8-344_23864802-240304-MULTI-Saturday-01_45,19,1906,8-344,23864802-240304-MULTI-Saturday-01,Saturday,0.6137189048193832,23058.0,Queen St w/of Dixie Rd,43.713638,-79.729076,1712462012.6473136,Queen St w/of Dixie Rd -- TO -- Peel Centre Dr e/of BCC Entrance (opp ROP Bldg),46,23070,Peel Centre Dr e/of BCC Entrance (opp ROP Bldg),43.717339,-79.723411,1712462132.9527733
2862,19_8-344_23864805-240304-MULTI-Saturday-01_165,19,905,8-344,23864805-240304-MULTI-Saturday-01,Saturday,1.2734158755037446,23235.0,Rutherford Rd n/of Vodden St,43.707542,-79.755621,1712461117.9960935,Rutherford Rd n/of Vodden St -- TO -- Centre St N at Tolton Dr,76,23360,Centre St N at Tolton Dr,43.698814,-79.765877,1712461368.3537357
2863,19_8-344_23864805-240304-MULTI-Saturday-01_165,19,905,8-344,23864805-240304-MULTI-Saturday-01,Saturday,0.21111203615029225,23360.0,Centre St N at Tolton Dr,43.698814,-79.765877,1712461368.3537357,Centre St N at Tolton Dr -- TO -- Centre St N at Vodden St E,76,23370,Centre St N at Vodden St E,43.697458,-79.764039,1712461476.7262356
2864,19_8-344_23864805-240304-MULTI-Saturday-01_165,19,905,8-344,23864805-240304-MULTI-Saturday-01,Saturday,0.46856622823160854,23370.0,Centre St N at Vodden St E,43.697458,-79.764039,1712461476.7262356,Centre St N at Vodden St E -- TO -- Centre St N at Scott St,76,23390,Centre St N at Scott St,43.694067,-79.760579,1712461520.3821366
2865,19_8-344_23864805-240304-MULTI-Saturday-01_165,19,905,8-344,23864805-240304-MULTI-Saturday-01,Saturday,0.26186938216259487,23390.0,Centre St N at Scott St,43.694067,-79.760579,1712461520.3821366,Centre St N at Scott St -- TO -- Centre St N at Church St,76,23400,Centre St N at Church St,43.6926,-79.758031,1712461613.5711308
2867,1_502-344_23865650-240304-MULTI-Saturday-01_291,1,1781,502-344,23865650-240304-MULTI-Saturday-01,Saturday,0.8898448898304144,9195.0,Vodden - Zum Main Station Stop NB,43.692804,-79.76904,1712439297.088238,Vodden - Zum Main Station Stop NB -- TO -- Williams - Zum Main Station Stop NB,-46,9230,Williams - Zum Main Station Stop NB,43.698568,-79.776718,1712439468.8295863
2868,1_502-344_23865650-240304-MULTI-Saturday-01_291,1,1781,502-344,23865650-240304-MULTI-Saturday-01,Saturday,1.247250095806135,9230.0,Williams - Zum Main Station Stop NB,43.698568,-79.776718,1712439468.8295863,Williams - Zum Main Station Stop NB -- TO -- Bovaird - Zum Main Station Stop NB,-46,9280,Bovaird - Zum Main Station Stop NB,43.706584,-79.787571,1712439620.638887
2869,1_502-344_23865650-240304-MULTI-Saturday-01_291,1,1781,502-344,23865650-240304-MULTI-Saturday-01,Saturday,1.8269570352894888,9280.0,Bovaird - Zum Main Station Stop NB,43.706584,-79.787571,1712439620.638887,Bovaird - Zum Main Station Stop NB -- TO -- Sandalwood - Zum Main Station Stop NB,-46,12425,Sandalwood - Zum Main Station Stop NB,43.718308,-79.803496,1712439875.7366445
2871,1_502-344_23865707-240304-MULTI-Saturday-01_120,1,2083,502-344,23865707-240304-MULTI-Saturday-01,Saturday,1.3850165813002664,26815.0,Hurontario St at Derry Rd (Zum),43.646173,-79.706549,1712444428.2068703,Hurontario St at Derry Rd (Zum) -- TO -- Hurontario St at Courtneypark Dr - SB (Zum Main),140,28110,Hurontario St at Courtneypark Dr - SB (Zum Main),43.637231,-79.694567,1712444519.9605303
2872,1_502-344_23865707-240304-MULTI-Saturday-01_120,1,2083,502-344,23865707-240304-MULTI-Saturday-01,Saturday,1.8614007079956716,28110.0,Hurontario St at Courtneypark Dr - SB (Zum Main),43.637231,-79.694567,1712444519.9605303,Hurontario St at Courtneypark Dr - SB (Zum Main) -- TO -- Hurontario St at Britannia Rd - SB (Zum Main),140,28120,Hurontario St at Britannia Rd - SB (Zum Main),43.625232,-79.67844,1712444820.1031501
2873,1_502-344_23865707-240304-MULTI-Saturday-01_120,1,2083,502-344,23865707-240304-MULTI-Saturday-01,Saturday,0.8868672896636225,28120.0,Hurontario St at Britannia Rd - SB (Zum Main),43.625232,-79.67844,1712444820.1031501,Hurontario St at Britannia Rd - SB (Zum Main) -- TO -- Hurontario St at Matheson - SB (Zum Main),140,28130,Hurontario St at Matheson - SB (Zum Main),43.619533,-79.670732,1712444997.718255
2874,1_502-344_23865707-240304-MULTI-Saturday-01_120,1,2083,502-344,23865707-240304-MULTI-Saturday-01,Saturday,0.7871776022198801,28130.0,Hurontario St at Matheson - SB (Zum Main),43.619533,-79.670732,1712444997.718255,Hurontario St at Matheson - SB (Zum Main) -- TO -- Hurontario St at Bristol Rd - SB (Zum Main),140,28140,Hurontario St at Bristol Rd - SB (Zum Main),43.614501,-79.663854,1712445079.8259442
2875,1_502-344_23865707-240304-MULTI-Saturday-01_120,1,2083,502-344,23865707-240304-MULTI-Saturday-01,Saturday,1.3363778988107915,28140.0,Hurontario St at Bristol Rd - SB (Zum Main),43.614501,-79.663854,1712445079.8259442,Hurontario St at Bristol Rd - SB (Zum Main) -- TO -- Hurontario St at Eglinton Ave - SB (Zum Main),140,28150,Hurontario St at Eglinton Ave - SB (Zum Main),43.605981,-79.652147,1712445390.5342703
2877,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,1.9194023233277717,9475.0,Sandalwood - Zum Main Station Stop SB,43.717308,-79.80268,1712440668.2551217,Sandalwood - Zum Main Station Stop SB -- TO -- Bovaird - Zum Main Station Stop SB,137,9530,Bovaird - Zum Main Station Stop SB,43.70496,-79.785993,1712440937.1087818
2878,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,1.0412962113195308,9530.0,Bovaird - Zum Main Station Stop SB,43.70496,-79.785993,1712440937.1087818,Bovaird - Zum Main Station Stop SB -- TO -- Williams - Zum Main Station Stop SB,137,9580,Williams - Zum Main Station Stop SB,43.698287,-79.776905,1712441162.9714093
2879,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,0.884328231338732,9580.0,Williams - Zum Main Station Stop SB,43.698287,-79.776905,1712441162.9714093,Williams - Zum Main Station Stop SB -- TO -- Vodden - Zum Main Station Stop SB,137,9610,Vodden - Zum Main Station Stop SB,43.692624,-79.769182,1712441363.2980254
2880,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,0.8260860003904535,9610.0,Vodden - Zum Main Station Stop SB,43.692624,-79.769182,1712441363.2980254,Vodden - Zum Main Station Stop SB -- TO -- Nelson - Zum Main Station Stop SB,137,9650,Nelson - Zum Main Station Stop SB,43.687315,-79.761995,1712441567.4589322
2881,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,0.3868422381958643,9650.0,Nelson - Zum Main Station Stop SB,43.687315,-79.761995,1712441567.4589322,Nelson - Zum Main Station Stop SB -- TO -- Wellington - Zum Main Station Stop SB,137,9670,Wellington - Zum Main Station Stop SB,43.684823,-79.758638,1712441569.088641
2882,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,1.3150442556535158,9670.0,Wellington - Zum Main Station Stop SB,43.684823,-79.758638,1712441569.088641,Wellington - Zum Main Station Stop SB -- TO -- Nanwood - Zum Main Station Stop SB,137,9720,Nanwood - Zum Main Station Stop SB,43.676302,-79.747298,1712441870.537395
2883,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,1.5631691339906322,9720.0,Nanwood - Zum Main Station Stop SB,43.676302,-79.747298,1712441870.537395,Nanwood - Zum Main Station Stop SB -- TO -- Brampton Gateway Terminal,137,30117,Brampton Gateway Terminal,43.666101,-79.733925,1712442133.5411005
2884,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,0.7753010493883018,30117.0,Brampton Gateway Terminal,43.666101,-79.733925,1712442133.5411005,Brampton Gateway Terminal -- TO -- Sir Lou - Zum Main Station Stop SB,137,9780,Sir Lou - Zum Main Station Stop SB,43.661193,-79.727079,1712442236.7955813
2885,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,0.3839174003758332,9780.0,Sir Lou - Zum Main Station Stop SB,43.661193,-79.727079,1712442236.7955813,Sir Lou - Zum Main Station Stop SB -- TO -- Ray Lawson - Zum Main Station Stop SB,137,9785,Ray Lawson - Zum Main Station Stop SB,43.658696,-79.723783,1712442295.0473826
2886,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,1.9650816546072958,9785.0,Ray Lawson - Zum Main Station Stop SB,43.658696,-79.723783,1712442295.0473826,Ray Lawson - Zum Main Station Stop SB -- TO -- Hurontario St at Derry Rd (Zum),137,26815,Hurontario St at Derry Rd (Zum),43.646173,-79.706549,1712442683.069808
2887,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,1.3850165813002664,26815.0,Hurontario St at Derry Rd (Zum),43.646173,-79.706549,1712442683.069808,Hurontario St at Derry Rd (Zum) -- TO -- Hurontario St at Courtneypark Dr - SB (Zum Main),137,28110,Hurontario St at Courtneypark Dr - SB (Zum Main),43.637231,-79.694567,1712442897.7488515
2888,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,1.8614007079956716,28110.0,Hurontario St at Courtneypark Dr - SB (Zum Main),43.637231,-79.694567,1712442897.7488515,Hurontario St at Courtneypark Dr - SB (Zum Main) -- TO -- Hurontario St at Britannia Rd - SB (Zum Main),137,28120,Hurontario St at Britannia Rd - SB (Zum Main),43.625232,-79.67844,1712443192.859614
2889,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,0.8868672896636225,28120.0,Hurontario St at Britannia Rd - SB (Zum Main),43.625232,-79.67844,1712443192.859614,Hurontario St at Britannia Rd - SB (Zum Main) -- TO -- Hurontario St at Matheson - SB (Zum Main),137,28130,Hurontario St at Matheson - SB (Zum Main),43.619533,-79.670732,1712443195.4036005
2890,1_502-344_23865709-240304-MULTI-Saturday-01_123,1,1781,502-344,23865709-240304-MULTI-Saturday-01,Saturday,2.123553561588642,28130.0,Hurontario St at Matheson - SB (Zum Main),43.619533,-79.670732,1712443195.4036005,Hurontario St at Matheson - SB (Zum Main) -- TO -- Hurontario St at Eglinton Ave - SB (Zum Main),137,28150,Hurontario St at Eglinton Ave - SB (Zum Main),43.605981,-79.652147,1712443673.3494794
2892,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,1.1003387296796854,28075.0,Hurontario St at Eglinton Ave - NB (Zum Main),43.607447,-79.653539,1712446671.4386928,Hurontario St at Eglinton Ave - NB (Zum Main) -- TO -- Hurontario St at Bristol Rd - NB (Zum Main),-44,28080,Hurontario St at Bristol Rd - NB (Zum Main),43.614466,-79.663173,1712446811.4967368
2893,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,0.7441519830352954,28080.0,Hurontario St at Bristol Rd - NB (Zum Main),43.614466,-79.663173,1712446811.4967368,Hurontario St at Bristol Rd - NB (Zum Main) -- TO -- Hurontario St at Matheson Blvd - NB (Zum Main),-44,28085,Hurontario St at Matheson Blvd - NB (Zum Main),43.619233,-79.669661,1712446829.5187979
2894,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,1.098135337289145,28085.0,Hurontario St at Matheson Blvd - NB (Zum Main),43.619233,-79.669661,1712446829.5187979,Hurontario St at Matheson Blvd - NB (Zum Main) -- TO -- Hurontario St at Britannia Rd - NB (Zum Main),-44,28090,Hurontario St at Britannia Rd - NB (Zum Main),43.626277,-79.679223,1712447058.5016818
2895,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,1.7927162128274303,28090.0,Hurontario St at Britannia Rd - NB (Zum Main),43.626277,-79.679223,1712447058.5016818,Hurontario St at Britannia Rd - NB (Zum Main) -- TO -- Hurontario St at Courtneypark Dr - NB (Zum Main),-44,28060,Hurontario St at Courtneypark Dr - NB (Zum Main),43.637827,-79.694764,1712447336.318056
2896,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,1.243749823890551,28060.0,Hurontario St at Courtneypark Dr - NB (Zum Main),43.637827,-79.694764,1712447336.318056,Hurontario St at Courtneypark Dr - NB (Zum Main) -- TO -- Hurontario St at Derry Rd - NB (Zum Main),-44,28070,Hurontario St at Derry Rd - NB (Zum Main),43.645828,-79.705565,1712448223.6789901
2897,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,4.889529676697149,28070.0,Hurontario St at Derry Rd - NB (Zum Main),43.645828,-79.705565,1712448223.6789901,Hurontario St at Derry Rd - NB (Zum Main) -- TO -- Nanwood - Zum Main Station Stop NB,-44,9090,Nanwood - Zum Main Station Stop NB,43.677265,-79.748065,1712448985.3624752
2898,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,1.1115260428424898,9090.0,Nanwood - Zum Main Station Stop NB,43.677265,-79.748065,1712448985.3624752,Nanwood - Zum Main Station Stop NB -- TO -- Wellington - Zum Main Station Stop NB,-44,9140,Wellington - Zum Main Station Stop NB,43.684397,-79.75775,1712449143.4642255
2899,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,0.46663458614413655,9140.0,Wellington - Zum Main Station Stop NB,43.684397,-79.75775,1712449143.4642255,Wellington - Zum Main Station Stop NB -- TO -- Theatre Lane - Zum Main Station Stop NB,-44,9160,Theatre Lane - Zum Main Station Stop NB,43.687392,-79.761815,1712449212.4862638
2900,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,0.8364272533259857,9160.0,Theatre Lane - Zum Main Station Stop NB,43.687392,-79.761815,1712449212.4862638,Theatre Lane - Zum Main Station Stop NB -- TO -- Vodden - Zum Main Station Stop NB,-44,9195,Vodden - Zum Main Station Stop NB,43.692804,-79.76904,1712449348.0441434
2901,1_502-344_23865722-240304-MULTI-Saturday-01_292,1,2083,502-344,23865722-240304-MULTI-Saturday-01,Saturday,0.8898448898304144,9195.0,Vodden - Zum Main Station Stop NB,43.692804,-79.76904,1712449348.0441434,Vodden - Zum Main Station Stop NB -- TO -- Williams - Zum Main Station Stop NB,-44,9230,Williams - Zum Main Station Stop NB,43.698568,-79.776718,1712449457.6857228
